alerta_id,tipo_alerta,severidad,score_alerta,estado,descripcion,fecha_creacion,fecha_cierre,es_falso_positivo,reglas_disparadas,acciones_recomendadas,analista_asignado
AL0001179,PATRON_SOSPECHOSO,3,0.55,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007564,2026-02-03T22:06:40Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_09
AL0001180,DISPOSITIVO_COMPROMETIDO,3,0.62,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0000594,2026-02-04T10:31:28Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_06
AL0001181,PATRON_SOSPECHOSO,3,0.59,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008597,2026-02-05T11:44:32Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0001182,PATRON_SOSPECHOSO,3,0.54,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004804,2026-02-07T15:16:25Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0001183,VELOCIDAD_ANOMALA,3,0.59,CERRADA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000499,2026-02-08T17:49:38Z,2026-02-12,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_14
AL0001184,VELOCIDAD_ANOMALA,3,0.56,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001777,2026-02-11T14:58:48Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_01
AL0001185,PATRON_SOSPECHOSO,3,0.61,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005823,2026-02-13T06:11:54Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0001186,DISPOSITIVO_COMPROMETIDO,3,0.63,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0001848,2026-02-22T16:33:11Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_04
AL0001187,PATRON_SOSPECHOSO,3,0.63,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004710,2026-02-23T21:22:07Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_08
AL0001188,PATRON_SOSPECHOSO,3,0.64,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008981,2026-02-27T13:06:08Z,2026-03-11,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_01
AL0001189,PATRON_SOSPECHOSO,3,0.55,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007461,2026-02-28T02:37:41Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_13
AL0001190,DISPOSITIVO_COMPROMETIDO,3,0.62,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002089,2026-03-01T22:28:23Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_12
AL0001191,DISPOSITIVO_COMPROMETIDO,3,0.58,CERRADA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0000777,2026-03-04T08:36:13Z,2026-03-05,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0001192,VELOCIDAD_ANOMALA,3,0.56,CERRADA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0002040,2026-03-07T20:42:42Z,2026-03-11,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_12
AL0001193,DISPOSITIVO_COMPROMETIDO,3,0.65,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005899,2026-03-13T17:15:44Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0001194,COMERCIO_BLACKLIST,3,0.62,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0001789,2026-03-14T04:58:33Z,,true,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|validar_identidad,analista_02
AL0001195,PATRON_SOSPECHOSO,3,0.61,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007968,2026-03-14T06:20:07Z,,false,R5_PATRON_RED|R8_HIGH_VALUE,monitoreo_reforzado|validar_identidad,analista_04
AL0001196,VELOCIDAD_ANOMALA,3,0.55,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0004749,2026-03-14T13:01:56Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_01
AL0001197,PATRON_SOSPECHOSO,3,0.59,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007398,2026-03-18T09:47:35Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_16
AL0001198,ALTO_MONTO_INTERNACIONAL,3,0.61,EN_INVESTIGACION,Alerta generada por ALTO_MONTO_INTERNACIONAL en transaccion TX0007147,2026-03-20T11:38:02Z,,false,R1_ALTO_MONTO_INTL|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_17
AL0001199,PATRON_SOSPECHOSO,3,0.60,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008448,2026-03-22T03:52:54Z,2026-03-28,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_15
AL0001200,PATRON_SOSPECHOSO,3,0.61,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001796,2026-03-22T04:40:13Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_17
AL0001201,VELOCIDAD_ANOMALA,3,0.53,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0005586,2026-03-22T12:22:16Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_22
AL0001202,PATRON_SOSPECHOSO,3,0.62,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005080,2026-03-22T23:59:25Z,,true,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_06
AL0001203,PATRON_SOSPECHOSO,3,0.56,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002088,2026-03-24T08:32:21Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_18
AL0001204,PATRON_SOSPECHOSO,3,0.56,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006127,2026-03-25T14:57:48Z,,false,R5_PATRON_RED|R8_HIGH_VALUE,monitoreo_reforzado|validar_identidad,analista_13
AL0001205,PATRON_SOSPECHOSO,3,0.56,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008798,2026-03-27T04:24:14Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_10
AL0001206,PATRON_SOSPECHOSO,3,0.65,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005541,2026-03-28T20:32:50Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0001207,PATRON_SOSPECHOSO,3,0.55,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004986,2026-03-29T12:03:12Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_20
AL0001208,DISPOSITIVO_COMPROMETIDO,3,0.55,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007837,2026-03-31T00:14:36Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_03
AL0001209,PATRON_SOSPECHOSO,3,0.64,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008348,2026-04-05T11:58:00Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_01
AL0001210,PATRON_SOSPECHOSO,3,0.65,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007592,2026-04-06T22:45:38Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_11
AL0001211,VELOCIDAD_ANOMALA,3,0.53,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0004098,2026-04-07T01:15:37Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_13
AL0001212,PATRON_SOSPECHOSO,3,0.61,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006250,2026-04-09T00:29:18Z,2026-04-17,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_16
AL0001213,VELOCIDAD_ANOMALA,3,0.55,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008224,2026-04-09T18:35:16Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_19
AL0001214,PATRON_SOSPECHOSO,3,0.63,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006598,2026-04-09T23:18:06Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0001215,PATRON_SOSPECHOSO,3,0.59,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003907,2026-04-09T23:40:33Z,2026-04-21,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_09
AL0001216,PATRON_SOSPECHOSO,3,0.53,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002142,2026-04-11T19:52:21Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0001217,PATRON_SOSPECHOSO,3,0.64,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001911,2026-04-15T04:58:46Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_14
AL0001218,VELOCIDAD_ANOMALA,3,0.57,CERRADA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0006208,2026-04-16T00:57:29Z,2026-04-19,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_09
AL0001219,DISPOSITIVO_COMPROMETIDO,3,0.56,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007824,2025-10-24T14:29:06Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_03
AL0001220,PATRON_SOSPECHOSO,3,0.53,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002938,2025-10-25T04:23:42Z,,false,R5_PATRON_RED|R8_HIGH_VALUE,monitoreo_reforzado|validar_identidad,analista_20
AL0001221,PATRON_SOSPECHOSO,3,0.60,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008057,2025-10-25T12:14:16Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_10
AL0001222,PATRON_SOSPECHOSO,3,0.64,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000939,2025-10-26T08:45:19Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_08
AL0001223,PATRON_SOSPECHOSO,3,0.63,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003980,2025-10-31T15:44:39Z,2025-11-06,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_03
AL0001224,PATRON_SOSPECHOSO,3,0.60,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005303,2025-11-04T00:22:28Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0001225,PATRON_SOSPECHOSO,3,0.58,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004165,2025-11-04T10:12:31Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0001226,PATRON_SOSPECHOSO,3,0.56,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004378,2025-11-05T05:01:56Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_21
AL0001227,VELOCIDAD_ANOMALA,3,0.63,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0003910,2025-11-05T17:54:03Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0001228,PATRON_SOSPECHOSO,3,0.61,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000810,2025-11-06T14:13:21Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_06
AL0001229,PATRON_SOSPECHOSO,3,0.58,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000139,2025-11-07T06:28:34Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_20
AL0001230,PATRON_SOSPECHOSO,3,0.55,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008317,2025-11-07T18:36:25Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_19
AL0001231,DISPOSITIVO_COMPROMETIDO,3,0.57,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007132,2025-11-08T01:14:56Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_18
AL0001232,PATRON_SOSPECHOSO,3,0.54,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002515,2025-11-09T17:31:05Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_20
AL0001233,PATRON_SOSPECHOSO,3,0.64,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005774,2025-11-11T08:22:11Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0001234,ALTO_MONTO_INTERNACIONAL,3,0.60,ABIERTA,Alerta generada por ALTO_MONTO_INTERNACIONAL en transaccion TX0004609,2025-11-13T08:35:50Z,,false,R1_ALTO_MONTO_INTL|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_07
AL0001235,PATRON_SOSPECHOSO,3,0.54,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006110,2025-11-16T05:07:11Z,2025-11-23,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_15
AL0001236,PATRON_SOSPECHOSO,3,0.63,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001744,2025-11-17T23:24:41Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_20
AL0001237,PATRON_SOSPECHOSO,3,0.58,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004528,2025-11-20T15:48:33Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0001238,PATRON_SOSPECHOSO,3,0.62,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007492,2025-11-22T01:56:33Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_04
AL0001239,VELOCIDAD_ANOMALA,3,0.59,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001162,2025-11-24T19:25:51Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0001240,PATRON_SOSPECHOSO,3,0.62,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003613,2025-11-26T05:00:34Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_08
AL0001241,PATRON_SOSPECHOSO,3,0.56,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001890,2025-11-27T08:36:30Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_21
AL0001242,VELOCIDAD_ANOMALA,3,0.62,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0006837,2025-11-28T17:05:57Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_11
AL0001243,PATRON_SOSPECHOSO,3,0.55,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000563,2025-11-30T18:47:14Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_16
AL0001244,PATRON_SOSPECHOSO,3,0.56,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001050,2025-12-03T12:18:34Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_16
AL0001245,PATRON_SOSPECHOSO,3,0.59,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007241,2025-12-04T03:23:43Z,2025-12-12,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_15
AL0001246,PATRON_SOSPECHOSO,3,0.64,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003054,2025-12-05T02:44:36Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_22
AL0001247,PATRON_SOSPECHOSO,3,0.56,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007095,2025-12-05T03:54:41Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_11
AL0001248,VELOCIDAD_ANOMALA,3,0.55,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000982,2025-12-06T05:02:04Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0001249,DISPOSITIVO_COMPROMETIDO,3,0.52,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002970,2025-12-06T05:49:52Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_15
AL0001250,VELOCIDAD_ANOMALA,3,0.62,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000043,2025-12-08T02:08:15Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0001251,PATRON_SOSPECHOSO,3,0.58,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006147,2025-12-09T14:53:24Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_19
AL0001252,VELOCIDAD_ANOMALA,3,0.63,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0003974,2025-12-11T07:03:51Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_03
AL0001253,PATRON_SOSPECHOSO,3,0.53,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005381,2025-12-13T09:40:46Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_08
AL0001254,PATRON_SOSPECHOSO,3,0.61,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001168,2025-12-15T22:08:43Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_15
AL0001255,DISPOSITIVO_COMPROMETIDO,3,0.59,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0008763,2025-12-21T02:22:05Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_14
AL0001256,COMERCIO_BLACKLIST,3,0.61,CERRADA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0005926,2025-12-23T15:29:47Z,2025-12-31,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|validar_identidad,analista_14
AL0001257,PATRON_SOSPECHOSO,3,0.56,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000813,2025-12-25T15:42:19Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0001258,PATRON_SOSPECHOSO,3,0.55,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002451,2025-12-29T22:55:34Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_01
AL0001259,PATRON_SOSPECHOSO,3,0.54,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005328,2025-12-31T02:22:48Z,2026-01-03,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_20
AL0001260,DISPOSITIVO_COMPROMETIDO,3,0.60,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006256,2026-01-06T00:20:03Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_02
AL0001261,PATRON_SOSPECHOSO,3,0.61,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000876,2026-01-11T20:10:45Z,2026-01-19,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_03
AL0001262,PATRON_SOSPECHOSO,3,0.62,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003171,2026-01-12T01:22:07Z,2026-01-15,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_03
AL0001263,DISPOSITIVO_COMPROMETIDO,3,0.57,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0008575,2026-01-13T01:16:44Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_05
AL0001264,PATRON_SOSPECHOSO,3,0.59,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004480,2026-01-13T19:17:26Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0001265,PATRON_SOSPECHOSO,3,0.61,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008015,2026-01-15T03:12:07Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_16
AL0001266,VELOCIDAD_ANOMALA,3,0.60,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000511,2026-01-17T05:25:11Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0001267,PATRON_SOSPECHOSO,3,0.60,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003336,2026-01-17T13:15:35Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_01
AL0001268,PATRON_SOSPECHOSO,3,0.57,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003764,2026-01-19T03:09:33Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_10
AL0001269,PATRON_SOSPECHOSO,3,0.57,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002643,2026-01-19T14:14:45Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_07
AL0001270,PATRON_SOSPECHOSO,3,0.56,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007580,2026-01-21T02:46:54Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_11
AL0001271,PATRON_SOSPECHOSO,3,0.64,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007513,2026-01-21T03:29:32Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_08
AL0001272,PATRON_SOSPECHOSO,3,0.59,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001457,2026-01-21T04:05:03Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_17
AL0001273,PATRON_SOSPECHOSO,3,0.53,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004057,2026-01-24T10:26:50Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_11
AL0001274,PATRON_SOSPECHOSO,3,0.60,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002147,2026-01-30T05:50:46Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0001275,PATRON_SOSPECHOSO,3,0.55,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007866,2026-02-01T00:41:55Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_18
AL0001276,PATRON_SOSPECHOSO,3,0.53,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006795,2026-02-01T20:29:09Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_15
AL0001277,PATRON_SOSPECHOSO,3,0.56,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001119,2026-02-02T16:39:33Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_03
AL0001278,PATRON_SOSPECHOSO,3,0.52,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008255,2026-02-04T13:24:07Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_17
AL0001279,PATRON_SOSPECHOSO,3,0.60,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003257,2026-02-10T17:32:06Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_03
AL0001280,DISPOSITIVO_COMPROMETIDO,3,0.63,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007845,2026-02-13T12:31:11Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_22
AL0001281,PATRON_SOSPECHOSO,3,0.61,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004392,2026-02-13T19:33:16Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_19
AL0001282,PATRON_SOSPECHOSO,3,0.58,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004705,2026-02-14T20:10:28Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0001283,PATRON_SOSPECHOSO,3,0.57,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004748,2026-02-18T08:50:11Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0001284,COMERCIO_BLACKLIST,3,0.54,CERRADA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0003128,2026-02-19T13:13:06Z,2026-03-02,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_20
