dispositivo_id,fingerprint,tipo_dispositivo,sistema_operativo,app_version,ip_publica,imei_hash,rooteado,emulador,idiomas,fecha_registro,ultima_actividad,confianza
D000410,fp_bdc7741f1fbb7315894d,MOBILE,Android 14,3.6.2,156.26.28.29,h_edcd64ac616e64007ef7d3,false,false,es-GT,2020-01-31,2026-02-20T20:12:36Z,0.88
D000411,fp_e1dbee2602d99336b42f,LAPTOP,Windows 11,2.11.3,148.190.41.218,h_71c87537acc6b176fd2e8b,false,false,es-GT|en-US,2020-08-15,2026-04-02T07:33:50Z,0.84
D000412,fp_38a74f2d899a295c1f2d,LAPTOP,Windows 11,2.19.5,133.248.16.213,h_37945d95c36d7b14aff590,false,false,es-GT,2026-02-20,2026-01-26T08:39:02Z,0.73
D000413,fp_94b120f73ae168c27912,MOBILE,Android 13,4.20.7,188.15.220.115,h_faed19181e3737e683e25b,false,false,es-GT,2020-06-12,2026-01-23T22:17:15Z,0.78
D000414,fp_e0a5da10f2c360a3d9f6,MOBILE,Android 13,2.17.9,122.109.242.159,h_85e32e82edd4fbf0b9d4af,false,false,es-GT,2024-03-29,2026-03-27T07:03:00Z,0.93
D000415,fp_df883161f702de4005a7,LAPTOP,Windows 11,2.12.9,110.203.134.105,h_ed2fe0c0f14bd8c2343b16,false,false,es-GT|en-US,2022-03-31,2026-04-12T02:37:36Z,0.79
D000416,fp_15ec6649a7c9a38f3a79,MOBILE,iOS 17,2.8.6,200.160.111.188,h_7d0a760b865023cdf07670,false,false,es-GT,2026-02-08,2026-01-18T00:15:44Z,0.85
D000417,fp_5436cbbc77e66d5258d7,MOBILE,Android 13,4.7.1,172.237.223.206,h_ca4a072c78c4c83d6f046c,false,false,es-GT|en-US,2023-11-04,2026-01-01T07:20:46Z,0.88
D000418,fp_520f66bb391daadb9a55,MOBILE,Android 13,2.13.4,157.211.75.249,h_5f8edf8d1e195aebbd051b,false,false,es-GT,2025-11-27,2026-04-05T14:48:10Z,0.86
D000419,fp_12a997481acf9fec57c7,LAPTOP,macOS 14,4.0.5,163.115.4.132,h_9f88d5858c32919c43ac57,false,false,es-GT|en-US,2024-05-17,2026-01-27T08:47:54Z,0.91
D000420,fp_6bf3df88f38d958c06e5,MOBILE,iOS 17,2.2.8,135.6.219.97,h_de61a9ebc926387daac98d,false,false,es-GT,2023-01-24,2026-01-14T14:59:36Z,0.77
D000421,fp_633b53b9e157e95bc2fb,MOBILE,iOS 17,3.16.3,37.110.49.43,h_8a35e1a3c300eaeec37100,false,false,es-GT,2024-09-23,2026-03-19T20:15:53Z,0.91
D000422,fp_419113238aa8d3ee12b2,MOBILE,Android 13,4.3.3,148.15.39.193,h_5f2f4efed8f4369ee42c8f,false,false,es-GT,2022-11-16,2026-04-17T13:43:43Z,0.89
D000423,fp_c03d9db166a22e4228cb,MOBILE,iOS 17,3.14.3,96.45.10.173,h_87b13c06f25f25dad888c0,false,false,es-GT|en-US,2024-04-13,2026-02-28T11:00:15Z,0.93
D000424,fp_50d5326d3ace1eda835c,MOBILE,iOS 17,3.11.4,99.100.95.157,h_3e5ac5fdd13fc30e329094,true,false,es-GT,2025-08-22,2026-02-01T05:43:02Z,0.66
D000425,fp_53a1f7f5b2c3a291b263,MOBILE,iOS 17,4.4.1,31.111.217.145,h_83cb82b32f0794d6d8f7a8,false,false,es-GT|en-US,2024-11-18,2026-04-01T13:03:03Z,0.90
D000426,fp_011a62282bfe5f16126c,LAPTOP,macOS 14,2.2.6,141.223.42.157,h_266fe925118ba5d5f30842,false,false,es-GT|en-US,2023-09-07,2026-03-28T08:37:06Z,0.97
D000427,fp_2cadf3ee82ab868e7abe,MOBILE,Android 14,2.1.3,29.43.136.205,h_a16e8eed077e8b11a2b3ba,false,false,es-GT|en-US,2021-08-03,2026-04-17T05:05:51Z,0.97
D000428,fp_d52c41347b7f4294049a,MOBILE,Android 13,4.6.4,147.68.169.22,h_72a5a0c4ab294ef74f1c41,false,false,es-GT|en-US,2025-11-14,2026-04-01T19:11:45Z,0.95
D000429,fp_96700e26b2f4b7eab016,MOBILE,Android 14,2.1.6,48.30.111.167,h_6ef0f084c31daeae13dce6,false,false,es-GT|en-US,2022-10-04,2026-04-13T21:12:14Z,0.92
D000430,fp_1172d576617445a5b2aa,MOBILE,iOS 18,4.3.0,177.37.142.212,h_8e490966557548607c336d,false,false,es-GT|en-US,2023-11-01,2026-03-23T15:13:40Z,0.73
D000431,fp_75fce18ea1a57f2bbcfd,MOBILE,iOS 17,2.1.3,182.64.103.39,h_cc313b2497786ee9310052,false,false,es-GT,2021-02-07,2026-01-13T03:41:09Z,0.77
D000432,fp_76feca42dc15d7992ec9,MOBILE,iOS 17,3.20.9,123.214.241.149,h_b6799b42aff35d553b1215,false,false,es-GT,2022-07-13,2026-04-19T13:59:16Z,0.75
D000433,fp_4bcb4a44c1f82279d6e1,MOBILE,iOS 17,3.14.3,50.74.105.174,h_6699eff9d818f9be914867,false,false,es-GT,2024-04-26,2026-01-06T18:25:13Z,0.97
D000434,fp_7882418d7ac7f54f971f,TABLET,Android 13,2.18.2,185.230.77.77,h_d4409a1f646b112bebff75,false,false,es-GT,2022-05-18,2026-01-21T15:47:13Z,0.79
D000435,fp_57880612dbb39324f1d9,MOBILE,Android 14,3.18.9,175.49.27.130,h_4ae4226ad220390ff7ad21,true,false,es-GT,2025-10-12,2026-01-23T22:12:24Z,0.67
D000436,fp_56b8ebae8f5bb2da6033,MOBILE,Android 14,4.0.1,168.7.134.193,h_3c349d5fa5d88899fc62dd,false,false,es-GT,2021-05-11,2026-02-22T20:47:49Z,0.73
D000437,fp_f6623be5b3f838567aae,LAPTOP,Ubuntu 22.04,2.3.2,173.227.240.101,h_ab949b0d4f3f91d2c5d32c,false,false,es-GT|en-US,2026-01-19,2026-03-16T04:36:58Z,0.92
D000438,fp_9e5c7ffd4c6979f49f48,LAPTOP,Windows 11,2.17.9,127.5.75.66,h_f824df6c5987a132704d09,false,false,es-GT,2022-08-27,2026-02-14T06:49:17Z,0.83
D000439,fp_20150fc9f928ca277747,MOBILE,iOS 17,2.15.4,66.129.110.215,h_b5fb33487785cd81f33683,false,false,es-GT,2025-07-07,2026-02-24T00:54:33Z,0.93
D000440,fp_c8690afddcab00bdafb6,MOBILE,iOS 18,4.16.2,134.214.46.133,h_6d1440a7cfc9b4d0995959,false,false,es-GT,2025-10-15,2026-04-07T13:33:28Z,0.74
D000441,fp_c6e4a113e1ba68220460,MOBILE,Android 13,2.11.7,35.230.131.182,h_91826e43ef42414b4995d8,false,false,es-GT,2023-03-18,2026-04-08T19:52:31Z,0.72
D000442,fp_4bb216a0f66a10c61450,LAPTOP,Ubuntu 22.04,4.8.4,167.166.213.216,h_e176b69f6c9f2b4e862fdb,false,false,es-GT,2021-01-09,2026-04-10T04:40:39Z,0.90
D000443,fp_9b8b9bc950de4d00db37,MOBILE,iOS 18,3.15.6,30.107.128.242,h_cc4f4b0d508f327cecbf0e,false,false,es-GT|en-US,2025-06-10,2026-01-05T01:55:07Z,0.82
D000444,fp_bad0d4750c7907e867fd,MOBILE,Android 14,2.4.5,176.37.108.172,h_6cead2eef32d2c37dd8492,false,true,es-GT|en-US,2023-12-08,2026-03-10T09:15:17Z,0.69
D000445,fp_b7ba21b4728168f5fb33,MOBILE,iOS 18,3.1.1,109.215.46.83,h_e14a7c4b08aa334e0e4639,false,false,es-GT|en-US,2020-05-31,2026-02-18T08:29:41Z,0.85
D000446,fp_152588fd73b667d13c5a,MOBILE,Android 13,3.15.9,101.189.61.46,h_398fc4857282f4fd7af8da,false,false,es-GT,2023-04-05,2026-02-18T10:27:38Z,0.97
D000447,fp_64aa44cadb869b0acdfd,MOBILE,iOS 17,4.14.5,118.31.79.93,h_feba649e08c6856fcece7b,false,false,es-GT,2020-03-08,2026-01-21T17:10:54Z,0.88
D000448,fp_7f5b4ebf00230ff133b2,MOBILE,Android 14,3.10.2,112.59.20.41,h_ef11bbead0c266f3600c44,false,false,es-GT,2020-12-30,2026-02-25T06:01:48Z,0.91
D000449,fp_585b771976d2a7127f87,LAPTOP,macOS 14,3.9.1,199.253.83.168,h_b28cdd21727ed9643092e8,false,false,es-GT|en-US,2024-10-26,2026-02-01T07:53:25Z,0.95
D000450,fp_8234a09126446b4699f8,MOBILE,Android 13,4.11.8,27.204.254.252,h_ce8c8d0c942cbd6584d3b2,false,false,es-GT,2020-01-06,2026-02-23T11:27:24Z,0.81
D000451,fp_8e3f5f994037f90052d6,LAPTOP,macOS 14,4.12.7,57.237.158.69,h_fb06671825535face9e2b5,false,false,es-GT,2020-05-08,2026-01-01T20:17:55Z,0.89
D000452,fp_dd6c72455be58409f052,MOBILE,iOS 17,2.13.3,70.86.204.171,h_52a8c6fd6675158c8962f3,false,false,es-GT,2025-02-26,2026-02-14T16:06:34Z,0.97
D000453,fp_952c2ec1d33dad32e36b,MOBILE,iOS 17,4.2.6,195.224.194.104,h_b2a8e19bbf29f76fbe3438,false,false,es-GT,2026-02-01,2026-02-18T22:50:06Z,0.96
D000454,fp_0e7dfe1ede6ab19f99e9,LAPTOP,Ubuntu 22.04,3.12.1,187.133.178.126,h_839c0c2e269a5ee9c3cf31,false,false,es-GT|en-US,2025-10-12,2026-01-02T01:27:57Z,0.86
D000455,fp_3ff61743e7510e84e23f,MOBILE,Android 14,3.11.1,45.252.116.162,h_def3985b51e9ee2dc550f3,false,false,es-GT,2021-07-18,2026-03-25T14:23:58Z,0.78
D000456,fp_0cd7813bc11215a41a33,MOBILE,Android 13,4.0.6,92.199.47.214,h_97b291929abdfc22a4102c,false,false,es-GT,2024-11-09,2026-01-09T10:23:10Z,0.95
D000457,fp_adb1769658df6dc52836,MOBILE,iOS 17,2.17.0,100.224.202.133,h_09304fc8c6871605752618,false,false,es-GT|en-US,2025-10-27,2026-04-19T04:18:01Z,0.85
D000458,fp_0e7176582357cf2c3854,MOBILE,Android 14,4.1.5,96.59.219.3,h_b9f3fe4367a5b866ce2835,false,false,es-GT,2024-04-16,2026-04-09T16:04:23Z,0.93
D000459,fp_e01d3fcaeb912f10ddee,MOBILE,iOS 18,4.3.0,98.199.72.176,h_f018aa38c73fcf921c4857,false,false,es-GT|en-US,2024-04-23,2026-03-05T06:09:40Z,0.79
D000460,fp_4cecfa3b34775f397a66,LAPTOP,Windows 11,3.20.0,183.187.149.212,h_af758866e7e0a89eeed224,false,false,es-GT|en-US,2020-07-27,2026-03-16T10:10:08Z,0.92
D000461,fp_83a067739eda11f4ed2b,MOBILE,Android 13,2.0.3,133.226.22.73,h_8dbbd9c169b602e217d996,false,false,es-GT,2020-08-12,2026-01-21T00:34:06Z,0.96
D000462,fp_93d6ed3fadeafa4a7702,MOBILE,Android 13,4.2.3,192.225.157.154,h_71bda6b3268be3b3c4ea2b,false,false,es-GT,2025-08-11,2026-01-06T21:01:32Z,0.92
D000463,fp_a8ee0bc62467b3e292a8,LAPTOP,macOS 14,3.15.0,148.121.43.135,h_41ad5a22ee1655e6ef873d,false,false,es-GT,2024-12-18,2026-04-17T03:02:19Z,0.98
D000464,fp_3e8fe9b4a68fc4778837,MOBILE,Android 13,2.13.1,60.106.135.132,h_5d7d7c1421547733a93e67,false,false,es-GT,2022-11-21,2026-02-26T10:54:46Z,0.83
D000465,fp_937eff5564a13bcc1378,MOBILE,iOS 17,3.4.2,56.68.191.102,h_d0d2439adb77cfd12b065a,false,false,es-GT|en-US,2023-03-29,2026-03-04T07:36:26Z,0.75
D000466,fp_1a7a40653cd2231a33e1,MOBILE,iOS 17,4.11.8,76.47.52.202,h_1e91607a79e6b691334f15,false,false,es-GT|en-US,2024-10-22,2026-02-23T00:40:27Z,0.83
D000467,fp_9fd20ebbb83f708c1c23,MOBILE,iOS 17,2.7.9,72.87.71.142,h_694ed304fba51eeaeba571,false,false,es-GT,2022-10-02,2026-04-20T16:13:53Z,0.97
D000468,fp_32c75ec20219ccb5a62e,LAPTOP,macOS 14,3.17.2,73.171.25.201,h_083ef1984839a44019e752,true,false,es-GT,2023-04-05,2026-01-28T11:17:19Z,0.73
D000469,fp_9b8c10e97dc06fe28fbd,MOBILE,Android 14,3.15.8,98.184.54.24,h_b338efd6b66d7948b8193a,false,false,es-GT|en-US,2022-03-15,2026-03-24T12:34:29Z,0.89
D000470,fp_70f4b6dfdbff51b5c451,MOBILE,Android 13,4.14.9,122.123.219.216,h_d9a804cef2a6b764863ccd,false,false,es-GT,2023-09-24,2026-03-23T06:08:25Z,0.78
D000471,fp_80d3f262b3e93245edfc,MOBILE,Android 14,3.17.0,182.98.36.141,h_70781a86a3f6278fed2db4,false,false,es-GT|en-US,2025-12-01,2026-04-18T18:16:08Z,0.81
D000472,fp_7c6d45081ae05d62bc53,LAPTOP,Windows 10,4.11.3,42.22.101.19,h_73d3fc62d6d2cebaacf8b2,false,false,es-GT,2020-07-09,2026-02-05T00:41:02Z,0.96
D000473,fp_f714d59b2dd83b49d8f0,MOBILE,Android 13,4.8.9,152.231.55.226,h_13f9d5df837e342d4ee9cf,false,true,es-GT|en-US,2020-07-16,2026-02-26T09:44:50Z,0.61
D000474,fp_d9cf707f9fe9f3d291bf,MOBILE,Android 13,4.0.3,80.240.110.192,h_7920db654778c57e01bad8,false,false,es-GT|en-US,2024-10-09,2026-01-19T07:58:26Z,0.87
D000475,fp_f22cb7b2b36b2ff8e242,MOBILE,Android 14,3.8.7,123.205.5.155,h_08a1bd9f7451ac0ee99770,false,false,es-GT,2021-11-23,2026-01-18T14:23:46Z,0.89
D000476,fp_fe21480612fead47d6ea,MOBILE,iOS 17,2.18.4,56.95.86.6,h_623b8359b2364d4211f6e2,false,false,es-GT,2020-11-04,2026-01-03T04:31:46Z,0.77
D000477,fp_41ec996ea41668491b94,MOBILE,Android 13,4.1.0,58.51.26.57,h_5c135e3d4166b847175ab1,true,false,es-GT,2020-06-12,2026-04-13T20:16:28Z,0.70
D000478,fp_214ce8ae2cd595243652,MOBILE,Android 14,2.20.6,117.168.192.29,h_630a45708983404ca857de,false,false,es-GT|en-US,2025-01-06,2026-04-11T09:26:28Z,0.95
D000479,fp_17124425c5890f241048,LAPTOP,Windows 11,2.16.9,37.101.240.37,h_03bfc6dd020b2f08653c1d,false,false,es-GT|en-US,2025-07-30,2026-01-19T01:02:52Z,0.96
D000480,fp_d00d43a1d74b8f402396,MOBILE,iOS 17,3.9.1,57.178.11.248,h_f724b672ed3dd75fa12a51,true,false,es-GT|en-US,2020-12-04,2026-01-17T02:45:13Z,0.58
D000481,fp_d07a40f28fe0effa5814,MOBILE,Android 13,2.7.1,65.24.48.44,h_172c9bdc2df516291341b4,false,false,es-GT,2021-04-12,2026-03-07T11:48:59Z,0.95
D000482,fp_0daaff4ec3ae8383376d,MOBILE,Android 13,2.18.4,155.153.141.16,h_2e29ec05bcac6f814190d7,false,false,es-GT,2022-02-04,2026-01-11T01:48:26Z,0.92
D000483,fp_4e3fbed1ae642d9f0e43,MOBILE,iOS 18,4.12.6,108.88.25.223,h_9853373a9c40900fcbacae,false,false,es-GT|en-US,2020-12-05,2026-03-27T09:12:33Z,0.81
D000484,fp_ce7fd0a7553bc43e4df9,MOBILE,iOS 18,4.3.0,166.185.124.112,h_28670f3dcd6237da6d88e5,false,false,es-GT|en-US,2024-05-23,2026-02-03T21:42:15Z,0.91
D000485,fp_54ef7dde0ce294126fbe,MOBILE,iOS 17,2.1.0,72.179.11.123,h_7f09d71bf5a9844381f318,false,false,es-GT|en-US,2022-01-06,2026-01-20T23:41:45Z,0.97
D000486,fp_1f6c9291f1f42f2b3267,MOBILE,iOS 17,4.20.9,33.137.34.89,h_6d843da2888bc2187c3b53,false,false,es-GT|en-US,2026-01-19,2026-02-21T14:51:46Z,0.86
D000487,fp_100fa6d4f68ee556d702,MOBILE,iOS 18,3.2.9,86.225.52.109,h_fafbbf7029e59aea51af61,false,false,es-GT|en-US,2021-11-23,2026-03-23T22:46:54Z,0.80
D000488,fp_7bb7f3ceb6e84c5b7386,MOBILE,iOS 18,4.8.0,157.241.107.131,h_9510d1a00855aa9e5a4b4f,false,false,es-GT,2023-02-21,2026-04-05T04:51:49Z,0.73
D000489,fp_ab63f26799c28680a519,LAPTOP,Windows 10,4.14.5,60.133.72.254,h_6f67fcb6c80927ce852ca4,false,false,es-GT,2022-07-02,2026-03-03T16:08:06Z,0.76
D000490,fp_11f42c54c468a4cb66ab,MOBILE,iOS 17,3.10.9,115.180.143.101,h_e3ac39795914b6e706483e,false,false,es-GT,2023-09-27,2026-03-12T21:51:31Z,0.85
D000491,fp_3bb146e8ac7431363c73,LAPTOP,Ubuntu 22.04,3.20.6,71.213.204.176,h_b27fb96bd01ffdafc0b5b2,false,false,es-GT|en-US,2025-05-25,2026-01-04T23:26:17Z,0.98
D000492,fp_931e4ff80d59f1e62057,MOBILE,Android 14,2.15.4,192.80.122.99,h_10f5bea0fc7ad7b475483f,false,false,es-GT,2020-06-20,2026-02-26T12:27:11Z,0.73
D000493,fp_803643f88dd9d9f526ba,MOBILE,iOS 18,2.12.4,78.165.68.161,h_56962d0cd145d3d8266dec,false,false,es-GT|en-US,2021-08-17,2026-04-12T20:52:05Z,0.87
D000494,fp_2537a83f54e327e7fba6,MOBILE,iOS 17,3.9.6,95.26.221.133,h_56314031aae6c684a0dd86,false,false,es-GT,2021-07-11,2026-01-27T10:38:47Z,0.97
D000495,fp_4fa2c531a9edf4e16d6f,LAPTOP,Windows 11,4.18.5,56.152.197.61,h_dd1e79b12fd05809fd62ce,false,false,es-GT|en-US,2025-03-16,2026-03-22T07:35:34Z,0.96
D000496,fp_ba604fdb0a4a2717df50,MOBILE,iOS 17,4.13.3,35.113.254.170,h_8246cb609fd63b0788811f,false,false,es-GT|en-US,2025-11-19,2026-03-31T11:47:35Z,0.78
D000497,fp_76441c4f650208a93334,LAPTOP,Windows 10,2.5.8,79.206.188.61,h_058280d84768a527a5f73d,false,false,es-GT|en-US,2026-03-26,2026-01-31T21:50:24Z,0.90
D000498,fp_72172a93b12a72f5273e,MOBILE,Android 13,4.0.6,64.27.199.5,h_1855c0f07cba450cf88dfc,false,false,es-GT|en-US,2025-02-23,2026-03-26T10:35:32Z,0.80
D000499,fp_8fa342cceef1bb847d6b,MOBILE,Android 13,2.4.0,129.145.168.98,h_57e39afd3ac51b56926b56,false,false,es-GT,2020-09-20,2026-03-01T18:29:35Z,0.91
D000500,fp_d98896f3e839075e861a,LAPTOP,macOS 14,2.20.1,130.55.140.184,h_8d2c7edda9850111c88af2,true,false,es-GT,2024-09-04,2026-03-17T13:18:09Z,0.53
D000501,fp_74788c0e746b2c8e0d47,MOBILE,Android 14,2.6.9,23.1.183.162,h_3203a297d4219f3ce95684,false,false,es-GT|en-US,2023-06-04,2026-02-22T13:22:40Z,0.79
D000502,fp_4771383ff047c7ea7080,MOBILE,iOS 18,3.6.9,70.170.8.48,h_8ce6b0e521605b321259b2,false,false,es-GT,2022-12-27,2026-02-24T17:32:10Z,0.88
D000503,fp_832889848c469854303c,MOBILE,Android 13,4.7.9,104.121.16.235,h_0fad476033d3a6817b0a0f,false,false,es-GT|en-US,2025-05-03,2026-04-16T23:29:18Z,0.88
D000504,fp_3cebdbe54eff76ca25ba,MOBILE,iOS 18,4.0.7,63.109.102.10,h_6e58507a44066ff4ac3093,false,false,es-GT|en-US,2020-07-06,2026-03-12T06:17:36Z,0.90
D000505,fp_95f9ed23576e444e2581,MOBILE,iOS 17,2.7.9,157.88.138.160,h_7cd129ec5a10d2526842e8,false,false,es-GT|en-US,2026-01-26,2026-01-14T18:30:51Z,0.72
D000506,fp_3291aba41a34b729816b,MOBILE,Android 14,2.16.6,55.21.74.215,h_00575cb88680d9b48efcbe,false,false,es-GT,2021-07-06,2026-01-11T09:40:24Z,0.84
D000507,fp_5a4071bf8b93a70feefe,MOBILE,iOS 18,3.10.5,171.123.99.108,h_6ed8136850f4562d0ff6e9,true,false,es-GT|en-US,2023-06-01,2026-02-22T17:08:05Z,0.64
D000508,fp_f3d193f7d6cb124fec96,MOBILE,iOS 17,2.14.4,113.80.200.117,h_9ee7bfe1df6f0573388022,false,false,es-GT,2021-05-12,2026-03-12T21:33:36Z,0.83
D000509,fp_9eeaea03581bc68f6d01,MOBILE,Android 14,4.14.5,196.79.242.178,h_37bcf11e700e438575a783,false,false,es-GT|en-US,2021-03-02,2026-03-10T08:14:53Z,0.86
D000510,fp_f66f8c010af755cd13c1,MOBILE,Android 14,3.9.4,193.122.196.90,h_5c33c9415d067265cbbfea,false,false,es-GT|en-US,2020-06-14,2026-02-02T17:47:22Z,0.77
D000511,fp_569775f50824ed0fc939,TABLET,iPadOS 17,2.5.7,46.118.138.216,h_34eb99d0edc4ee0d1cbe29,false,false,es-GT|en-US,2020-04-25,2026-01-16T07:04:20Z,0.88
D000512,fp_6db2e521437738e04db9,MOBILE,Android 14,4.10.6,134.246.231.248,h_35810a5c5f3dc163e25b35,false,false,es-GT,2023-04-21,2026-01-10T15:02:03Z,0.80
D000513,fp_665c8f5abe4b847eeb21,LAPTOP,Windows 10,2.5.9,102.16.16.165,h_f600dba55b06c67146845b,false,false,es-GT|en-US,2020-04-21,2026-03-13T16:00:41Z,0.78
D000514,fp_5ff25e8de46f9873661b,MOBILE,Android 14,4.8.2,85.45.223.217,h_60e55c4777048011ab5747,false,false,es-GT|en-US,2020-04-21,2026-01-21T01:32:32Z,0.77
D000515,fp_c8124c91042de208244b,MOBILE,Android 14,4.9.0,122.103.158.138,h_3fd212ad0ee7008f304936,false,false,es-GT|en-US,2024-10-07,2026-01-01T14:28:16Z,0.90
D000516,fp_809a3165b28d57e0d17a,MOBILE,iOS 18,4.12.7,192.154.99.21,h_44bc4a81385efb487f8f14,false,false,es-GT|en-US,2026-02-19,2026-02-12T00:42:57Z,0.81
D000517,fp_6ba39d9231c4e15bbcc6,MOBILE,Android 14,2.6.5,68.74.87.7,h_c5c41e0ecfaa3d0e7112d4,false,false,es-GT|en-US,2022-10-31,2026-04-05T05:49:53Z,0.79
D000518,fp_8b9def36291b7211935c,MOBILE,Android 14,4.20.9,27.189.115.159,h_3de6ea17d2cd851cad01de,false,false,es-GT|en-US,2021-10-24,2026-03-24T07:24:32Z,0.96
D000519,fp_4c3a32fb8707f028078a,MOBILE,Android 13,3.11.6,200.162.34.182,h_a4d92cc640710ce3c979ec,false,false,es-GT|en-US,2024-12-23,2026-01-20T16:21:37Z,0.91
D000520,fp_e744e4497a3bc081ad0a,MOBILE,iOS 17,4.4.3,114.197.252.128,h_1975a1919e070cccbeaadd,true,false,es-GT,2025-03-14,2026-04-03T02:46:04Z,0.45
D000521,fp_a0c4ee17578847446b2e,MOBILE,iOS 17,2.10.1,87.144.143.244,h_59d950335efa328b291460,false,false,es-GT|en-US,2024-03-01,2026-02-09T18:54:27Z,0.78
D000522,fp_6f0b9c3fa86f71a50e33,MOBILE,iOS 17,4.10.0,142.246.165.135,h_a71cc2a4d859ecab456f14,false,false,es-GT|en-US,2022-01-09,2026-02-09T14:58:03Z,0.82
D000523,fp_029f312bbf206459d5c3,MOBILE,iOS 18,2.17.4,101.222.196.42,h_d51579db9d2e00adef82ee,false,false,es-GT|en-US,2023-05-19,2026-04-03T00:05:41Z,0.73
D000524,fp_2321df9ad1a69dbc6e0c,LAPTOP,macOS 14,4.3.9,69.233.198.229,h_7ded68e71f1163ce5fa562,false,false,es-GT,2020-03-20,2026-03-14T06:07:47Z,0.85
D000525,fp_c0328a3a941fef5065cf,MOBILE,Android 14,3.15.0,98.29.71.203,h_d3dcc87a89acb76d307d7e,false,false,es-GT,2022-10-31,2026-01-25T04:55:01Z,0.74
D000526,fp_d09374b0623951b16fe9,MOBILE,iOS 18,2.2.7,101.238.168.101,h_5ac81809b75c2b20793baa,false,false,es-GT,2023-10-02,2026-02-18T05:08:29Z,0.86
D000527,fp_854bbef64a5b9f3010a9,TABLET,Android 13,2.6.1,197.133.27.233,h_64e837fb3e6e84d3583fb0,false,false,es-GT,2020-02-01,2026-04-04T11:09:49Z,0.73
D000528,fp_875126a759a39f8842de,MOBILE,Android 14,4.20.7,196.135.147.148,h_4af95924a8831726efe918,false,false,es-GT|en-US,2025-06-30,2026-03-09T20:58:15Z,0.89
D000529,fp_d8ec74d9b7f306a97dd4,LAPTOP,Ubuntu 22.04,2.5.5,154.133.59.165,h_1f53ebfda1fea890fc562b,false,false,es-GT|en-US,2025-04-01,2026-04-15T10:30:56Z,0.78
D000530,fp_be6810f1f29615c7f95e,MOBILE,Android 14,2.1.0,184.16.165.130,h_4755652b2dc48e3c35712d,false,false,es-GT,2022-03-08,2026-03-15T01:12:09Z,0.96
D000531,fp_c90d96868a5ee8979bb2,LAPTOP,Ubuntu 22.04,3.11.6,30.14.94.20,h_03c530622739a69487b4c3,false,false,es-GT|en-US,2022-04-07,2026-01-14T19:19:31Z,0.76
D000532,fp_22fcc6e6c9c8669dc862,MOBILE,Android 13,4.19.9,62.172.126.45,h_1374fb2d090565a68787a9,false,false,es-GT|en-US,2023-07-17,2026-01-26T07:49:28Z,0.80
D000533,fp_052f21138b9ccbf928fd,LAPTOP,Ubuntu 22.04,2.16.3,88.25.22.110,h_bcc643ae9845f2d316cc65,false,false,es-GT|en-US,2021-01-21,2026-03-31T01:16:47Z,0.89
D000534,fp_4d53332525fbeda36c42,MOBILE,iOS 17,3.5.1,193.154.145.216,h_76ba49e2747468eaa4f152,false,false,es-GT|en-US,2024-08-27,2026-01-23T09:28:30Z,0.95
D000535,fp_e7612bd166b513ef4416,LAPTOP,Windows 11,3.2.7,165.205.228.51,h_da40ba38997c958c92c4b1,false,false,es-GT,2023-02-17,2026-01-14T09:05:28Z,0.72
D000536,fp_4a761d055faac710779c,MOBILE,iOS 17,3.6.2,200.218.221.150,h_aeccc4a8c7380df6ec54dc,false,false,es-GT,2024-02-23,2026-02-18T22:00:59Z,0.77
D000537,fp_86d18d08d74e069d3993,MOBILE,Android 13,2.0.9,49.2.99.9,h_a25f0b767d8690cda4c08d,false,false,es-GT|en-US,2021-03-12,2026-02-24T03:19:08Z,0.87
D000538,fp_eaf4cdef33af83df9be6,MOBILE,Android 14,4.0.5,31.185.20.250,h_90aedfa832dd383e675497,false,false,es-GT,2025-03-16,2026-01-22T15:04:43Z,0.98
D000539,fp_02604f3a52a4bce4335d,MOBILE,iOS 18,3.8.4,92.219.157.188,h_dbb01d7c8c1f622aeaba61,false,false,es-GT|en-US,2022-01-11,2026-01-20T02:06:22Z,0.91
D000540,fp_50b0df633e57c870407c,MOBILE,Android 14,3.13.2,35.72.66.77,h_5ebc1f44c4eabbf05a5931,false,false,es-GT,2022-02-19,2026-01-22T18:03:54Z,0.81
D000541,fp_cb2dbed1c9e21287ed4b,MOBILE,iOS 18,3.1.8,152.138.19.67,h_0c02440a2b503364f8bc03,false,false,es-GT|en-US,2024-11-25,2026-03-24T08:50:52Z,0.93
D000542,fp_cc7b7748311b08173a52,MOBILE,Android 14,4.1.7,171.132.152.37,h_6012a5bd54a8b5c1d91391,false,false,es-GT|en-US,2025-10-16,2026-03-04T17:17:51Z,0.77
D000543,fp_7df621ec58f60371de11,MOBILE,iOS 17,3.1.5,130.120.66.5,h_d1cff1110fa00c519d20f0,false,false,es-GT|en-US,2024-05-14,2026-03-29T04:27:43Z,0.84
D000544,fp_02b331c0cfe63782f306,MOBILE,Android 14,4.13.9,51.11.143.2,h_fae72fd9f0a7414f7f5b85,false,false,es-GT,2020-02-01,2026-01-31T21:18:19Z,0.86
D000545,fp_50cbbd1c3f035914becf,MOBILE,Android 14,4.10.1,80.102.146.144,h_573b3dd1a85aa821dc7560,false,false,es-GT,2021-01-15,2026-04-02T07:34:05Z,0.85
