cliente_id,cuenta_id,fecha_inicio,tipo_titularidad,porcentaje_propiedad,estado_relacion,origen_onboarding
C001016,CU000941,2024-07-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000446,CU000942,2026-01-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001010,CU000943,2024-04-28,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000626,CU000943,2024-04-28,COTITULAR,50.00,ACTIVA,APP
C000430,CU000944,2024-07-12,PRINCIPAL,100.00,ACTIVA,APP
C000292,CU000945,2023-11-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000201,CU000946,2024-09-02,PRINCIPAL,100.00,ACTIVA,APP
C000295,CU000947,2025-07-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001002,CU000948,2024-05-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000741,CU000949,2026-02-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000848,CU000950,2024-01-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001159,CU000951,2024-10-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000047,CU000952,2026-04-12,PRINCIPAL,100.00,ACTIVA,APP
C000543,CU000953,2023-10-04,PRINCIPAL,100.00,ACTIVA,APP
C001167,CU000954,2024-02-01,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000610,CU000954,2024-02-01,COTITULAR,50.00,ACTIVA,APP
C000640,CU000955,2024-09-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000207,CU000956,2024-09-08,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000338,CU000956,2024-09-08,COTITULAR,50.00,ACTIVA,WEB
C001045,CU000957,2025-05-22,PRINCIPAL,100.00,ACTIVA,APP
C000204,CU000958,2023-12-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001025,CU000959,2018-12-29,PRINCIPAL,100.00,ACTIVA,APP
C000775,CU000960,2021-09-20,PRINCIPAL,100.00,ACTIVA,WEB
C000927,CU000961,2021-04-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001195,CU000962,2026-01-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001140,CU000963,2022-12-18,PRINCIPAL,100.00,ACTIVA,APP
C000052,CU000964,2025-07-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000424,CU000965,2024-11-02,PRINCIPAL,100.00,ACTIVA,APP
C000458,CU000966,2022-05-05,PRINCIPAL,100.00,ACTIVA,APP
C001100,CU000967,2022-10-19,PRINCIPAL,100.00,ACTIVA,APP
C000678,CU000968,2026-03-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000445,CU000969,2024-02-17,PRINCIPAL,50.00,ACTIVA,APP
C000208,CU000969,2024-02-17,COTITULAR,50.00,ACTIVA,APP
C000549,CU000970,2025-04-03,PRINCIPAL,100.00,ACTIVA,APP
C000568,CU000971,2026-01-26,PRINCIPAL,100.00,ACTIVA,APP
C000316,CU000972,2021-11-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000666,CU000973,2023-09-17,PRINCIPAL,100.00,ACTIVA,APP
C001020,CU000974,2026-03-11,PRINCIPAL,100.00,INACTIVA,WEB
C001060,CU000975,2026-03-04,PRINCIPAL,100.00,ACTIVA,APP
C000095,CU000976,2026-03-09,PRINCIPAL,100.00,ACTIVA,WEB
C000173,CU000977,2026-03-09,PRINCIPAL,50.00,ACTIVA,APP
C000305,CU000977,2026-03-09,COTITULAR,50.00,ACTIVA,SUCURSAL
C000957,CU000978,2023-07-06,PRINCIPAL,100.00,ACTIVA,APP
C000875,CU000979,2025-11-05,PRINCIPAL,50.00,INACTIVA,APP
C000333,CU000979,2025-11-05,COTITULAR,50.00,INACTIVA,SUCURSAL
C000053,CU000980,2021-09-10,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000520,CU000980,2021-09-10,COTITULAR,50.00,ACTIVA,SUCURSAL
C000381,CU000981,2025-02-22,PRINCIPAL,50.00,ACTIVA,APP
C000563,CU000981,2025-02-22,COTITULAR,50.00,ACTIVA,SUCURSAL
C000311,CU000982,2021-09-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001111,CU000983,2020-07-03,PRINCIPAL,100.00,ACTIVA,WEB
C000341,CU000984,2025-06-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000047,CU000985,2026-04-14,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001112,CU000986,2024-12-10,PRINCIPAL,100.00,ACTIVA,APP
C000869,CU000987,2025-12-16,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C001081,CU000988,2024-06-09,PRINCIPAL,100.00,ACTIVA,APP
C000320,CU000989,2024-10-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000301,CU000990,2024-05-06,PRINCIPAL,100.00,ACTIVA,WEB
C001058,CU000991,2025-03-30,PRINCIPAL,100.00,ACTIVA,WEB
C001090,CU000992,2022-12-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000977,CU000993,2023-07-16,PRINCIPAL,100.00,ACTIVA,APP
C000245,CU000994,2026-01-07,PRINCIPAL,100.00,ACTIVA,APP
C000307,CU000995,2025-02-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000503,CU000996,2025-08-16,PRINCIPAL,100.00,ACTIVA,APP
C000331,CU000997,2026-03-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000073,CU000998,2022-11-07,PRINCIPAL,100.00,ACTIVA,APP
C000220,CU000999,2023-07-10,PRINCIPAL,100.00,ACTIVA,WEB
C000599,CU001000,2024-01-27,PRINCIPAL,100.00,ACTIVA,APP
C000121,CU001001,2025-07-10,PRINCIPAL,100.00,ACTIVA,APP
C000342,CU001002,2025-08-06,PRINCIPAL,100.00,ACTIVA,APP
C000593,CU001003,2022-07-28,PRINCIPAL,50.00,ACTIVA,WEB
C000312,CU001003,2022-07-28,COTITULAR,50.00,ACTIVA,WEB
C000763,CU001004,2022-07-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000498,CU001005,2023-07-10,PRINCIPAL,100.00,ACTIVA,WEB
C000478,CU001006,2024-01-25,PRINCIPAL,100.00,ACTIVA,APP
C000260,CU001007,2025-08-25,PRINCIPAL,100.00,ACTIVA,APP
C000020,CU001008,2024-07-01,PRINCIPAL,100.00,ACTIVA,WEB
C000284,CU001009,2025-02-28,PRINCIPAL,50.00,ACTIVA,APP
C000905,CU001009,2025-02-28,COTITULAR,50.00,ACTIVA,APP
C000365,CU001010,2023-09-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001079,CU001011,2023-12-05,PRINCIPAL,100.00,ACTIVA,APP
C000367,CU001012,2025-11-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000812,CU001013,2026-01-14,PRINCIPAL,100.00,ACTIVA,APP
C000228,CU001014,2024-07-05,PRINCIPAL,100.00,ACTIVA,APP
C000608,CU001015,2022-10-07,PRINCIPAL,50.00,ACTIVA,APP
C000865,CU001015,2022-10-07,COTITULAR,50.00,ACTIVA,SUCURSAL
C000013,CU001016,2023-11-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000036,CU001017,2025-12-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001028,CU001018,2024-07-02,PRINCIPAL,100.00,ACTIVA,WEB
C000237,CU001019,2026-03-08,PRINCIPAL,50.00,ACTIVA,WEB
C000722,CU001019,2026-03-08,COTITULAR,50.00,ACTIVA,APP
C000302,CU001020,2023-01-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000451,CU001021,2026-04-06,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000482,CU001021,2026-04-06,COTITULAR,50.00,ACTIVA,APP
C000893,CU001022,2019-12-01,PRINCIPAL,100.00,ACTIVA,APP
C000870,CU001023,2026-01-10,PRINCIPAL,100.00,ACTIVA,APP
C000672,CU001024,2025-08-17,PRINCIPAL,100.00,ACTIVA,APP
C000427,CU001025,2023-08-11,PRINCIPAL,100.00,INACTIVA,APP
C000222,CU001026,2025-10-17,PRINCIPAL,100.00,ACTIVA,APP
C000770,CU001027,2026-03-07,PRINCIPAL,100.00,ACTIVA,APP
C000927,CU001028,2020-12-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000684,CU001029,2025-03-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000252,CU001030,2019-06-04,PRINCIPAL,100.00,ACTIVA,APP
C000039,CU001031,2023-12-14,PRINCIPAL,100.00,ACTIVA,WEB
C000756,CU001032,2024-10-25,PRINCIPAL,100.00,ACTIVA,APP
C001048,CU001033,2021-03-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001042,CU001034,2025-01-07,PRINCIPAL,100.00,ACTIVA,WEB
C000306,CU001035,2018-02-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000029,CU001036,2024-04-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000030,CU001037,2025-02-05,PRINCIPAL,100.00,ACTIVA,APP
C000913,CU001038,2026-01-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001011,CU001039,2024-03-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000743,CU001040,2025-09-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000453,CU001041,2023-01-18,PRINCIPAL,100.00,ACTIVA,WEB
C000910,CU001042,2024-07-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000210,CU001043,2025-11-07,PRINCIPAL,100.00,ACTIVA,WEB
C000421,CU001044,2023-03-04,PRINCIPAL,100.00,ACTIVA,APP
C000028,CU001045,2022-01-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000187,CU001046,2025-07-05,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000386,CU001047,2025-09-18,PRINCIPAL,100.00,INACTIVA,APP
C000959,CU001048,2024-07-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000958,CU001049,2021-04-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000853,CU001050,2026-04-16,PRINCIPAL,100.00,ACTIVA,APP
C001146,CU001051,2024-11-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000556,CU001052,2026-04-08,PRINCIPAL,100.00,ACTIVA,APP
C000147,CU001053,2022-08-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000176,CU001054,2024-06-07,PRINCIPAL,100.00,ACTIVA,WEB
C000687,CU001055,2024-11-03,PRINCIPAL,100.00,ACTIVA,APP
C000667,CU001056,2021-06-01,PRINCIPAL,100.00,ACTIVA,APP
C000006,CU001057,2025-02-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000660,CU001058,2023-05-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000914,CU001059,2025-09-11,PRINCIPAL,100.00,ACTIVA,APP
C000443,CU001060,2024-07-13,PRINCIPAL,50.00,ACTIVA,APP
C000034,CU001060,2024-07-13,COTITULAR,50.00,ACTIVA,APP
C000896,CU001061,2025-12-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001114,CU001062,2022-11-10,PRINCIPAL,100.00,ACTIVA,APP
C000840,CU001063,2025-03-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000453,CU001064,2024-07-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001006,CU001065,2025-03-28,PRINCIPAL,100.00,ACTIVA,WEB
C000827,CU001066,2024-06-21,PRINCIPAL,100.00,ACTIVA,APP
C000828,CU001067,2025-05-31,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000038,CU001068,2025-12-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000465,CU001069,2023-09-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000273,CU001070,2025-12-10,PRINCIPAL,100.00,ACTIVA,APP
C000461,CU001071,2023-08-24,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000607,CU001071,2023-08-24,COTITULAR,50.00,ACTIVA,SUCURSAL
C000462,CU001072,2022-07-12,PRINCIPAL,100.00,ACTIVA,APP
C000380,CU001073,2026-01-26,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C001183,CU001074,2023-07-19,PRINCIPAL,100.00,INACTIVA,WEB
C000199,CU001075,2021-08-21,PRINCIPAL,50.00,ACTIVA,APP
C000225,CU001075,2021-08-21,COTITULAR,50.00,ACTIVA,WEB
C000052,CU001076,2025-11-10,PRINCIPAL,100.00,ACTIVA,APP
C000505,CU001077,2025-04-21,PRINCIPAL,100.00,ACTIVA,WEB
C000029,CU001078,2020-08-31,PRINCIPAL,100.00,ACTIVA,APP
C000661,CU001079,2025-09-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000667,CU001080,2023-05-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000499,CU001081,2025-10-31,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000102,CU001081,2025-10-31,COTITULAR,50.00,ACTIVA,WEB
C000246,CU001082,2026-01-01,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000941,CU001082,2026-01-01,COTITULAR,50.00,ACTIVA,SUCURSAL
C000384,CU001083,2025-01-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000829,CU001084,2022-06-01,PRINCIPAL,100.00,ACTIVA,APP
C001160,CU001085,2025-06-03,PRINCIPAL,50.00,ACTIVA,WEB
C000373,CU001085,2025-06-03,COTITULAR,50.00,ACTIVA,APP
C000557,CU001086,2023-08-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000404,CU001087,2020-06-22,PRINCIPAL,100.00,ACTIVA,APP
C000015,CU001088,2022-08-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000168,CU001089,2025-06-27,PRINCIPAL,100.00,ACTIVA,WEB
C000226,CU001090,2023-12-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000797,CU001091,2026-01-11,PRINCIPAL,100.00,ACTIVA,WEB
C000824,CU001092,2020-12-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000175,CU001093,2023-07-28,PRINCIPAL,100.00,ACTIVA,WEB
C000448,CU001094,2025-10-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000516,CU001095,2023-12-13,PRINCIPAL,100.00,ACTIVA,APP
C000988,CU001096,2021-08-12,PRINCIPAL,100.00,ACTIVA,WEB
C000496,CU001097,2022-11-20,PRINCIPAL,100.00,ACTIVA,APP
C001194,CU001098,2023-07-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000529,CU001099,2022-10-21,PRINCIPAL,100.00,ACTIVA,APP
C001198,CU001100,2026-03-15,PRINCIPAL,50.00,ACTIVA,APP
C000532,CU001100,2026-03-15,COTITULAR,50.00,ACTIVA,APP
C000657,CU001101,2025-10-03,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000863,CU001101,2025-10-03,COTITULAR,50.00,ACTIVA,WEB
C001081,CU001102,2023-12-27,PRINCIPAL,100.00,ACTIVA,WEB
C000760,CU001103,2023-06-23,PRINCIPAL,50.00,ACTIVA,APP
C000662,CU001103,2023-06-23,COTITULAR,50.00,ACTIVA,WEB
C000918,CU001104,2025-03-17,PRINCIPAL,100.00,ACTIVA,APP
C000488,CU001105,2026-04-05,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000752,CU001106,2026-04-11,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C001053,CU001106,2026-04-11,COTITULAR,50.00,ACTIVA,APP
C000774,CU001107,2026-03-30,PRINCIPAL,100.00,ACTIVA,APP
C000610,CU001108,2025-07-29,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000442,CU001108,2025-07-29,COTITULAR,50.00,ACTIVA,SUCURSAL
C000466,CU001109,2019-04-29,PRINCIPAL,100.00,ACTIVA,APP
C000618,CU001110,2025-10-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000247,CU001111,2025-10-04,PRINCIPAL,100.00,ACTIVA,APP
C000376,CU001112,2021-04-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000019,CU001113,2024-09-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000745,CU001114,2023-03-11,PRINCIPAL,100.00,ACTIVA,APP
C000537,CU001115,2024-12-14,PRINCIPAL,100.00,INACTIVA,WEB
C001169,CU001116,2024-02-19,PRINCIPAL,100.00,ACTIVA,APP
C000454,CU001117,2021-08-09,PRINCIPAL,100.00,ACTIVA,APP
C000643,CU001118,2024-03-08,PRINCIPAL,100.00,ACTIVA,WEB
C000685,CU001119,2024-11-23,PRINCIPAL,100.00,ACTIVA,WEB
C000799,CU001120,2025-10-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000855,CU001121,2019-10-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000076,CU001122,2024-02-14,PRINCIPAL,100.00,ACTIVA,APP
C000415,CU001123,2025-09-16,PRINCIPAL,100.00,ACTIVA,APP
C000043,CU001124,2023-10-14,PRINCIPAL,50.00,ACTIVA,WEB
C000702,CU001124,2023-10-14,COTITULAR,50.00,ACTIVA,APP
C000292,CU001125,2022-10-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000496,CU001126,2023-01-22,PRINCIPAL,100.00,ACTIVA,APP
C000324,CU001127,2025-12-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000218,CU001128,2025-11-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000002,CU001129,2025-05-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000619,CU001130,2025-05-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000777,CU001131,2025-12-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000248,CU001132,2025-10-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000880,CU001133,2026-01-13,PRINCIPAL,100.00,ACTIVA,APP
C000689,CU001134,2021-02-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000531,CU001135,2026-03-24,PRINCIPAL,100.00,ACTIVA,APP
C000247,CU001136,2022-11-04,PRINCIPAL,100.00,ACTIVA,APP
C000468,CU001137,2025-01-19,PRINCIPAL,100.00,ACTIVA,APP
C001026,CU001138,2024-07-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000675,CU001139,2021-03-17,PRINCIPAL,100.00,ACTIVA,APP
C000962,CU001140,2024-06-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000267,CU001141,2021-12-07,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000773,CU001141,2021-12-07,COTITULAR,50.00,ACTIVA,SUCURSAL
C000294,CU001142,2022-07-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000335,CU001143,2022-11-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000138,CU001144,2024-04-12,PRINCIPAL,100.00,ACTIVA,APP
C001170,CU001145,2023-10-13,PRINCIPAL,100.00,ACTIVA,APP
C000989,CU001146,2026-02-19,PRINCIPAL,100.00,ACTIVA,APP
C001189,CU001147,2026-04-06,PRINCIPAL,100.00,ACTIVA,APP
C001121,CU001148,2022-11-26,PRINCIPAL,100.00,INACTIVA,APP
C000036,CU001149,2019-10-29,PRINCIPAL,100.00,ACTIVA,WEB
C000485,CU001150,2025-05-01,PRINCIPAL,100.00,ACTIVA,WEB
C001168,CU001151,2023-02-20,PRINCIPAL,100.00,ACTIVA,WEB
C000217,CU001152,2022-12-12,PRINCIPAL,100.00,ACTIVA,APP
C000213,CU001153,2026-03-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000728,CU001154,2025-01-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000620,CU001155,2025-12-19,PRINCIPAL,100.00,ACTIVA,APP
C001027,CU001156,2026-02-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000640,CU001157,2025-03-16,PRINCIPAL,100.00,ACTIVA,APP
C001000,CU001158,2024-10-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000674,CU001159,2026-04-08,PRINCIPAL,100.00,ACTIVA,WEB
C000836,CU001160,2026-01-01,PRINCIPAL,100.00,ACTIVA,APP
C000877,CU001161,2026-04-11,PRINCIPAL,100.00,ACTIVA,APP
C000006,CU001162,2025-09-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000522,CU001163,2026-02-16,PRINCIPAL,100.00,ACTIVA,APP
C000379,CU001164,2022-08-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000334,CU001165,2025-10-16,PRINCIPAL,100.00,ACTIVA,APP
C000420,CU001166,2023-11-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000611,CU001167,2025-04-25,PRINCIPAL,100.00,ACTIVA,APP
C000109,CU001168,2022-02-22,PRINCIPAL,100.00,ACTIVA,WEB
C000969,CU001169,2025-09-26,PRINCIPAL,100.00,ACTIVA,WEB
C001059,CU001170,2020-03-04,PRINCIPAL,100.00,ACTIVA,WEB
C001150,CU001171,2020-09-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000309,CU001172,2024-04-11,PRINCIPAL,100.00,ACTIVA,APP
C001177,CU001173,2024-09-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000996,CU001174,2024-09-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001059,CU001175,2021-08-31,PRINCIPAL,100.00,ACTIVA,APP
C000428,CU001176,2025-12-30,PRINCIPAL,50.00,ACTIVA,APP
C000480,CU001176,2025-12-30,COTITULAR,50.00,ACTIVA,SUCURSAL
C000447,CU001177,2023-12-17,PRINCIPAL,100.00,ACTIVA,APP
C000300,CU001178,2020-12-25,PRINCIPAL,100.00,ACTIVA,APP
C000977,CU001179,2022-01-06,PRINCIPAL,100.00,ACTIVA,APP
C000046,CU001180,2024-04-27,PRINCIPAL,100.00,ACTIVA,APP
C000103,CU001181,2024-02-02,PRINCIPAL,100.00,ACTIVA,APP
C000600,CU001182,2023-02-04,PRINCIPAL,100.00,ACTIVA,APP
C001113,CU001183,2024-12-30,PRINCIPAL,100.00,ACTIVA,APP
C000583,CU001184,2020-12-06,PRINCIPAL,100.00,INACTIVA,WEB
C001057,CU001185,2023-06-21,PRINCIPAL,100.00,ACTIVA,APP
C000654,CU001186,2024-02-07,PRINCIPAL,100.00,ACTIVA,APP
C000485,CU001187,2024-02-04,PRINCIPAL,100.00,ACTIVA,APP
C000201,CU001188,2023-06-02,PRINCIPAL,100.00,ACTIVA,APP
C001077,CU001189,2018-08-27,PRINCIPAL,100.00,ACTIVA,APP
C000710,CU001190,2021-12-29,PRINCIPAL,100.00,ACTIVA,APP
C001163,CU001191,2022-08-28,PRINCIPAL,100.00,ACTIVA,APP
C000657,CU001192,2023-11-19,PRINCIPAL,100.00,ACTIVA,APP
C000901,CU001193,2026-04-04,PRINCIPAL,100.00,ACTIVA,APP
C001142,CU001194,2020-05-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001011,CU001195,2024-09-02,PRINCIPAL,100.00,ACTIVA,APP
C000187,CU001196,2022-12-17,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001182,CU001197,2024-09-01,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000325,CU001197,2024-09-01,COTITULAR,50.00,ACTIVA,SUCURSAL
C000014,CU001198,2023-08-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001072,CU001199,2024-03-20,PRINCIPAL,100.00,ACTIVA,WEB
C000290,CU001200,2021-10-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000598,CU001201,2025-11-04,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000518,CU001202,2022-10-16,PRINCIPAL,100.00,ACTIVA,APP
C000852,CU001203,2023-08-09,PRINCIPAL,100.00,ACTIVA,APP
C000208,CU001204,2025-09-07,PRINCIPAL,100.00,ACTIVA,APP
C000918,CU001205,2026-02-10,PRINCIPAL,100.00,ACTIVA,APP
C001105,CU001206,2023-06-09,PRINCIPAL,100.00,ACTIVA,APP
C000236,CU001207,2026-03-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000028,CU001208,2022-02-10,PRINCIPAL,100.00,ACTIVA,WEB
C001162,CU001209,2026-04-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000421,CU001210,2021-09-30,PRINCIPAL,100.00,ACTIVA,APP
C000127,CU001211,2021-12-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001069,CU001212,2026-04-05,PRINCIPAL,100.00,ACTIVA,APP
C000738,CU001213,2023-03-04,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001119,CU001214,2025-07-31,PRINCIPAL,100.00,ACTIVA,WEB
C000072,CU001215,2025-08-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000749,CU001216,2022-10-02,PRINCIPAL,100.00,ACTIVA,APP
C000945,CU001217,2024-03-12,PRINCIPAL,100.00,ACTIVA,WEB
C000506,CU001218,2025-08-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000423,CU001219,2025-12-08,PRINCIPAL,100.00,ACTIVA,APP
C000681,CU001220,2026-04-08,PRINCIPAL,100.00,ACTIVA,APP
C000037,CU001221,2026-04-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000054,CU001222,2026-02-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000605,CU001223,2026-01-25,PRINCIPAL,100.00,ACTIVA,WEB
C000570,CU001224,2025-12-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000243,CU001225,2020-01-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000416,CU001226,2024-05-07,PRINCIPAL,100.00,ACTIVA,APP
C001185,CU001227,2022-01-19,PRINCIPAL,100.00,ACTIVA,APP
C000227,CU001228,2026-02-22,PRINCIPAL,100.00,ACTIVA,APP
C000959,CU001229,2024-07-17,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000467,CU001229,2024-07-17,COTITULAR,50.00,ACTIVA,SUCURSAL
C000356,CU001230,2020-04-24,PRINCIPAL,100.00,ACTIVA,WEB
C000981,CU001231,2021-11-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000587,CU001232,2020-12-22,PRINCIPAL,100.00,ACTIVA,APP
C000362,CU001233,2024-05-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000512,CU001234,2026-03-06,PRINCIPAL,100.00,ACTIVA,WEB
C000458,CU001235,2022-08-09,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000863,CU001236,2026-03-24,PRINCIPAL,100.00,ACTIVA,WEB
C000943,CU001237,2025-07-24,PRINCIPAL,100.00,ACTIVA,APP
C000186,CU001238,2025-12-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000808,CU001239,2023-03-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001197,CU001240,2026-04-20,PRINCIPAL,100.00,ACTIVA,WEB
C000111,CU001241,2023-06-29,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000757,CU001241,2023-06-29,COTITULAR,50.00,ACTIVA,APP
C000513,CU001242,2023-06-06,PRINCIPAL,100.00,ACTIVA,APP
C000079,CU001243,2026-02-02,PRINCIPAL,100.00,ACTIVA,APP
C001094,CU001244,2021-02-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001007,CU001245,2026-04-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000478,CU001246,2024-08-13,PRINCIPAL,100.00,ACTIVA,APP
C000070,CU001247,2024-06-16,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000355,CU001247,2024-06-16,COTITULAR,50.00,ACTIVA,SUCURSAL
C001029,CU001248,2024-07-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
