tx_id,alerta_id,regla,score_modelo,version_modelo,fecha_deteccion,auto_bloqueo
TX0002654,AL0000833,R5_PATRON_RED,0.67,v2.0,2025-11-07T14:55:46Z,false
TX0003998,AL0000834,R5_PATRON_RED,0.66,v1.1,2025-11-09T11:48:01Z,false
TX0000352,AL0000835,R5_PATRON_RED,0.64,v1.0,2025-11-10T10:16:17Z,false
TX0004590,AL0000836,R4_DISPOSITIVO,0.64,v1.1,2025-11-10T14:13:11Z,false
TX0000566,AL0000837,R2_VELOCIDAD,0.69,v1.1,2025-11-13T12:51:06Z,false
TX0002024,AL0000838,R5_PATRON_RED,0.57,v1.1,2025-11-19T15:36:48Z,false
TX0003195,AL0000839,R5_PATRON_RED,0.57,v1.1,2025-11-21T04:31:22Z,false
TX0004972,AL0000840,R5_PATRON_RED,0.64,v1.1,2025-11-21T10:53:43Z,false
TX0002810,AL0000841,R5_PATRON_RED,0.64,v2.0,2025-11-21T11:55:38Z,false
TX0003755,AL0000842,R5_PATRON_RED,0.58,v1.1,2025-11-21T16:51:05Z,false
TX0008863,AL0000843,R5_PATRON_RED,0.57,v1.0,2025-11-22T23:15:06Z,false
TX0002449,AL0000844,R5_PATRON_RED,0.59,v2.0,2025-11-24T22:59:53Z,false
TX0006374,AL0000845,R5_PATRON_RED,0.64,v2.0,2025-12-02T06:16:41Z,false
TX0007275,AL0000846,R5_PATRON_RED,0.64,v1.1,2025-12-02T07:38:21Z,false
TX0003134,AL0000847,R3_COMERCIO_BLACKLIST,0.63,v1.1,2025-12-02T17:28:42Z,false
TX0007463,AL0000848,R4_DISPOSITIVO,0.59,v1.1,2025-12-08T15:40:55Z,false
TX0007681,AL0000849,R4_DISPOSITIVO,0.64,v1.1,2025-12-10T20:52:44Z,false
TX0007725,AL0000850,R3_COMERCIO_BLACKLIST,0.68,v1.1,2025-12-11T00:36:14Z,false
TX0005158,AL0000851,R5_PATRON_RED,0.68,v1.1,2025-12-11T06:03:38Z,false
TX0007365,AL0000852,R5_PATRON_RED,0.64,v1.0,2025-12-12T14:51:51Z,false
TX0007907,AL0000853,R2_VELOCIDAD,0.62,v1.0,2025-12-16T08:45:11Z,false
TX0000437,AL0000854,R5_PATRON_RED,0.62,v1.1,2025-12-20T20:30:24Z,false
TX0006386,AL0000855,R2_VELOCIDAD,0.64,v1.1,2025-12-21T21:43:08Z,false
TX0008246,AL0000856,R5_PATRON_RED,0.65,v2.0,2025-12-22T00:16:09Z,false
TX0001328,AL0000857,R5_PATRON_RED,0.65,v1.1,2025-12-25T01:59:03Z,false
TX0002613,AL0000858,R5_PATRON_RED,0.68,v1.0,2025-12-27T06:27:23Z,false
TX0000609,AL0000859,R2_VELOCIDAD,0.59,v2.0,2025-12-27T14:17:28Z,false
TX0006349,AL0000860,R5_PATRON_RED,0.59,v1.0,2025-12-28T15:15:23Z,false
TX0008549,AL0000861,R5_PATRON_RED,0.60,v1.1,2025-12-29T09:32:56Z,false
TX0002328,AL0000862,R5_PATRON_RED,0.57,v2.0,2025-12-30T15:44:49Z,false
TX0003110,AL0000863,R5_PATRON_RED,0.62,v1.0,2026-01-03T18:42:30Z,false
TX0000835,AL0000864,R5_PATRON_RED,0.65,v2.0,2026-01-05T16:29:43Z,false
TX0001583,AL0000865,R4_DISPOSITIVO,0.61,v1.1,2026-01-06T12:02:46Z,false
TX0002219,AL0000866,R3_COMERCIO_BLACKLIST,0.66,v1.1,2026-01-24T19:50:48Z,false
TX0002696,AL0000867,R5_PATRON_RED,0.60,v2.0,2026-01-27T03:33:56Z,false
TX0003908,AL0000868,R5_PATRON_RED,0.68,v2.0,2026-01-29T10:40:50Z,false
TX0001399,AL0000869,R4_DISPOSITIVO,0.67,v1.0,2026-02-02T09:02:22Z,false
TX0001892,AL0000870,R5_PATRON_RED,0.69,v1.1,2026-02-06T20:45:09Z,false
TX0005077,AL0000871,R4_DISPOSITIVO,0.67,v1.1,2026-02-06T21:58:00Z,false
TX0007197,AL0000872,R4_DISPOSITIVO,0.58,v1.1,2026-02-11T16:56:36Z,false
TX0008580,AL0000873,R5_PATRON_RED,0.69,v1.1,2026-02-13T00:27:24Z,false
TX0006633,AL0000874,R2_VELOCIDAD,0.63,v1.1,2026-02-17T08:34:23Z,false
TX0000249,AL0000875,R5_PATRON_RED,0.68,v1.1,2026-02-18T08:54:25Z,false
TX0006225,AL0000876,R5_PATRON_RED,0.62,v2.0,2026-02-24T00:08:20Z,false
TX0001203,AL0000877,R2_VELOCIDAD,0.65,v2.0,2026-03-03T21:52:10Z,false
TX0002584,AL0000878,R5_PATRON_RED,0.62,v1.1,2026-03-05T02:49:33Z,false
TX0005254,AL0000879,R5_PATRON_RED,0.64,v1.1,2026-03-10T11:46:59Z,false
TX0002078,AL0000880,R5_PATRON_RED,0.68,v1.0,2026-03-11T04:33:28Z,false
TX0002776,AL0000881,R5_PATRON_RED,0.57,v1.0,2026-03-15T00:21:58Z,false
TX0006736,AL0000882,R5_PATRON_RED,0.65,v1.0,2026-03-15T23:10:08Z,false
TX0003557,AL0000883,R2_VELOCIDAD,0.59,v1.0,2026-03-16T23:02:43Z,false
TX0007775,AL0000884,R5_PATRON_RED,0.59,v1.1,2026-03-18T17:26:54Z,false
TX0005078,AL0000885,R5_PATRON_RED,0.58,v1.1,2026-03-28T07:50:04Z,false
TX0006661,AL0000886,R5_PATRON_RED,0.64,v1.1,2026-03-29T03:27:34Z,false
TX0007578,AL0000887,R5_PATRON_RED,0.67,v1.1,2026-03-29T08:27:06Z,false
TX0008525,AL0000888,R5_PATRON_RED,0.65,v1.1,2026-03-31T06:41:48Z,false
TX0005970,AL0000889,R5_PATRON_RED,0.67,v1.1,2026-04-02T09:42:04Z,false
TX0006771,AL0000890,R5_PATRON_RED,0.59,v2.0,2026-04-03T12:01:53Z,false
TX0003927,AL0000891,R5_PATRON_RED,0.57,v1.1,2026-04-09T17:18:15Z,false
TX0005792,AL0000892,R2_VELOCIDAD,0.57,v1.1,2026-04-09T17:44:14Z,false
TX0005460,AL0000893,R5_PATRON_RED,0.67,v2.0,2026-04-11T23:58:30Z,false
TX0003677,AL0000894,R5_PATRON_RED,0.60,v1.1,2026-04-12T22:59:15Z,false
TX0006883,AL0000895,R2_VELOCIDAD,0.64,v2.0,2026-04-14T00:54:21Z,false
TX0003900,AL0000896,R5_PATRON_RED,0.59,v1.1,2026-04-16T18:33:51Z,false
TX0001546,AL0000897,R4_DISPOSITIVO,0.63,v2.0,2026-04-18T05:26:32Z,false
TX0004898,AL0000898,R5_PATRON_RED,0.64,v1.1,2026-04-19T11:23:11Z,false
TX0007005,AL0000899,R5_PATRON_RED,0.65,v2.0,2025-10-31T18:40:28Z,false
TX0008227,AL0000900,R5_PATRON_RED,0.58,v2.0,2025-11-01T08:21:16Z,false
TX0006573,AL0000901,R5_PATRON_RED,0.63,v2.0,2025-11-03T18:14:03Z,false
TX0006668,AL0000902,R5_PATRON_RED,0.57,v1.1,2025-11-05T22:55:12Z,false
TX0008000,AL0000903,R4_DISPOSITIVO,0.59,v1.1,2025-11-07T18:50:53Z,false
TX0008960,AL0000904,R5_PATRON_RED,0.67,v1.1,2025-11-08T14:32:48Z,false
TX0006025,AL0000905,R5_PATRON_RED,0.60,v1.0,2025-11-08T16:48:16Z,false
TX0002837,AL0000906,R5_PATRON_RED,0.56,v1.1,2025-11-08T21:11:11Z,false
TX0001941,AL0000907,R5_PATRON_RED,0.60,v1.1,2025-11-09T23:00:37Z,false
TX0004994,AL0000908,R5_PATRON_RED,0.57,v2.0,2025-11-10T11:23:20Z,false
TX0000155,AL0000909,R5_PATRON_RED,0.60,v1.1,2025-11-11T11:55:33Z,false
TX0000680,AL0000910,R5_PATRON_RED,0.63,v2.0,2025-11-11T23:52:56Z,false
TX0000172,AL0000911,R5_PATRON_RED,0.66,v1.1,2025-11-13T16:36:51Z,false
TX0002259,AL0000912,R5_PATRON_RED,0.61,v1.0,2025-11-14T04:14:20Z,false
TX0005980,AL0000913,R5_PATRON_RED,0.62,v1.0,2025-11-20T00:29:17Z,false
TX0007219,AL0000914,R5_PATRON_RED,0.56,v1.0,2025-11-23T02:03:48Z,false
TX0007218,AL0000915,R5_PATRON_RED,0.61,v1.1,2025-11-25T04:13:03Z,false
TX0007354,AL0000916,R5_PATRON_RED,0.61,v1.1,2025-11-26T19:18:52Z,false
TX0005100,AL0000917,R5_PATRON_RED,0.56,v2.0,2025-11-29T00:43:56Z,false
TX0007791,AL0000918,R2_VELOCIDAD,0.67,v1.0,2025-11-29T05:53:22Z,false
TX0004463,AL0000919,R5_PATRON_RED,0.64,v2.0,2025-11-30T00:21:17Z,false
TX0005936,AL0000920,R3_COMERCIO_BLACKLIST,0.60,v1.1,2025-12-07T12:26:09Z,false
TX0000276,AL0000921,R2_VELOCIDAD,0.68,v1.1,2025-12-08T02:19:29Z,false
TX0007923,AL0000922,R5_PATRON_RED,0.56,v1.0,2025-12-13T01:56:28Z,false
TX0001282,AL0000923,R3_COMERCIO_BLACKLIST,0.65,v1.1,2025-12-15T00:11:57Z,false
TX0006731,AL0000924,R4_DISPOSITIVO,0.56,v1.1,2025-12-29T17:29:50Z,false
TX0008727,AL0000925,R5_PATRON_RED,0.63,v1.1,2025-12-31T14:58:53Z,false
TX0004095,AL0000926,R5_PATRON_RED,0.57,v1.1,2026-01-05T22:21:23Z,false
TX0005645,AL0000927,R5_PATRON_RED,0.66,v1.0,2026-01-06T02:58:32Z,false
TX0006235,AL0000928,R5_PATRON_RED,0.59,v1.1,2026-01-18T22:26:56Z,false
TX0000535,AL0000929,R1_ALTO_MONTO_INTL,0.67,v1.1,2026-01-19T08:43:19Z,false
TX0007067,AL0000930,R5_PATRON_RED,0.58,v2.0,2026-01-22T16:17:31Z,false
TX0002629,AL0000931,R5_PATRON_RED,0.64,v1.1,2026-01-23T03:19:25Z,false
TX0005685,AL0000932,R5_PATRON_RED,0.66,v1.0,2026-01-24T18:52:09Z,false
TX0005673,AL0000933,R5_PATRON_RED,0.61,v1.1,2026-01-24T23:20:37Z,false
TX0007173,AL0000934,R3_COMERCIO_BLACKLIST,0.64,v1.1,2026-01-27T20:59:57Z,false
TX0003953,AL0000935,R4_DISPOSITIVO,0.59,v1.1,2026-01-29T19:28:36Z,false
TX0007805,AL0000936,R5_PATRON_RED,0.62,v1.1,2026-01-30T10:50:16Z,false
TX0004397,AL0000937,R5_PATRON_RED,0.56,v1.0,2026-01-31T13:13:24Z,false
TX0005903,AL0000938,R5_PATRON_RED,0.63,v1.0,2026-02-01T02:22:05Z,false
TX0007223,AL0000939,R5_PATRON_RED,0.67,v1.0,2026-02-01T23:52:34Z,false
TX0006517,AL0000940,R5_PATRON_RED,0.60,v2.0,2026-02-02T16:49:57Z,false
TX0003947,AL0000941,R5_PATRON_RED,0.67,v1.1,2026-02-03T15:05:06Z,false
TX0000857,AL0000942,R5_PATRON_RED,0.65,v1.1,2026-02-03T23:34:56Z,false
TX0001962,AL0000943,R5_PATRON_RED,0.58,v1.1,2026-02-06T19:11:25Z,false
TX0007799,AL0000944,R5_PATRON_RED,0.58,v1.1,2026-02-11T17:39:26Z,false
TX0008418,AL0000945,R5_PATRON_RED,0.59,v1.0,2026-02-13T09:30:11Z,false
TX0006896,AL0000946,R5_PATRON_RED,0.67,v1.1,2026-02-16T18:50:47Z,false
TX0008547,AL0000947,R5_PATRON_RED,0.60,v2.0,2026-02-24T14:28:33Z,false
TX0001257,AL0000948,R5_PATRON_RED,0.66,v2.0,2026-02-25T00:52:13Z,false
TX0003327,AL0000949,R3_COMERCIO_BLACKLIST,0.63,v1.0,2026-02-27T08:23:02Z,false
TX0003245,AL0000950,R5_PATRON_RED,0.63,v2.0,2026-03-01T00:20:36Z,false
TX0004176,AL0000951,R5_PATRON_RED,0.63,v1.0,2026-03-02T05:04:34Z,false
TX0001865,AL0000952,R5_PATRON_RED,0.62,v2.0,2026-03-03T06:48:14Z,false
TX0000491,AL0000953,R5_PATRON_RED,0.58,v2.0,2026-03-05T07:29:32Z,false
TX0002014,AL0000954,R5_PATRON_RED,0.61,v1.1,2026-03-06T14:47:46Z,false
TX0007825,AL0000955,R4_DISPOSITIVO,0.62,v1.0,2026-03-08T14:21:57Z,false
TX0003492,AL0000956,R4_DISPOSITIVO,0.59,v1.0,2026-03-15T08:09:43Z,false
TX0005604,AL0000957,R4_DISPOSITIVO,0.67,v2.0,2026-03-15T18:21:47Z,false
TX0002258,AL0000958,R5_PATRON_RED,0.62,v2.0,2026-03-25T03:48:55Z,false
TX0004905,AL0000959,R5_PATRON_RED,0.60,v1.1,2026-03-25T07:13:29Z,false
TX0000728,AL0000960,R4_DISPOSITIVO,0.62,v1.0,2026-03-28T20:23:58Z,false
TX0000289,AL0000961,R5_PATRON_RED,0.65,v2.0,2026-03-28T21:39:14Z,false
TX0008873,AL0000962,R5_PATRON_RED,0.59,v2.0,2026-04-02T08:43:19Z,false
TX0003709,AL0000963,R5_PATRON_RED,0.58,v1.1,2026-04-04T01:52:06Z,false
TX0005155,AL0000964,R5_PATRON_RED,0.58,v1.1,2026-04-05T06:37:49Z,false
TX0007409,AL0000965,R5_PATRON_RED,0.60,v1.1,2026-04-08T21:15:45Z,false
TX0001103,AL0000966,R5_PATRON_RED,0.57,v2.0,2026-04-11T15:52:25Z,false
TX0004026,AL0000967,R5_PATRON_RED,0.59,v1.1,2026-04-15T15:21:59Z,false
TX0006807,AL0000968,R5_PATRON_RED,0.60,v2.0,2026-04-20T08:24:41Z,false
TX0002272,AL0000969,R5_PATRON_RED,0.62,v1.1,2025-10-23T15:36:14Z,false
TX0000279,AL0000970,R5_PATRON_RED,0.65,v2.0,2025-10-28T14:09:35Z,false
TX0004102,AL0000971,R5_PATRON_RED,0.61,v2.0,2025-10-30T12:33:55Z,false
TX0004272,AL0000972,R5_PATRON_RED,0.60,v1.1,2025-11-03T18:07:56Z,false
TX0004218,AL0000973,R5_PATRON_RED,0.57,v2.0,2025-11-06T03:37:58Z,false
TX0005029,AL0000974,R5_PATRON_RED,0.62,v1.0,2025-11-09T15:54:43Z,false
TX0000831,AL0000975,R5_PATRON_RED,0.55,v2.0,2025-11-10T10:13:14Z,false
TX0005270,AL0000976,R5_PATRON_RED,0.65,v1.1,2025-11-12T01:10:40Z,false
TX0005008,AL0000977,R5_PATRON_RED,0.55,v2.0,2025-11-12T10:15:02Z,false
TX0001544,AL0000978,R5_PATRON_RED,0.63,v2.0,2025-11-12T22:09:23Z,false
TX0002013,AL0000979,R5_PATRON_RED,0.64,v1.0,2025-11-16T12:08:32Z,false
TX0004561,AL0000980,R5_PATRON_RED,0.63,v1.1,2025-11-18T03:56:43Z,false
TX0000726,AL0000981,R5_PATRON_RED,0.63,v2.0,2025-11-20T02:55:30Z,false
TX0001310,AL0000982,R5_PATRON_RED,0.65,v2.0,2025-11-24T13:40:47Z,false
TX0000558,AL0000983,R5_PATRON_RED,0.60,v1.1,2025-11-27T17:40:11Z,false
TX0008298,AL0000984,R5_PATRON_RED,0.55,v1.1,2025-11-28T21:01:46Z,false
TX0004753,AL0000985,R4_DISPOSITIVO,0.63,v1.1,2025-12-06T08:24:27Z,false
TX0000385,AL0000986,R5_PATRON_RED,0.65,v2.0,2025-12-11T07:49:01Z,false
TX0005370,AL0000987,R5_PATRON_RED,0.61,v1.0,2025-12-12T13:27:57Z,false
TX0001610,AL0000988,R5_PATRON_RED,0.67,v1.1,2025-12-16T00:42:42Z,false
TX0008609,AL0000989,R5_PATRON_RED,0.66,v2.0,2025-12-19T01:12:59Z,false
TX0002336,AL0000990,R5_PATRON_RED,0.55,v1.0,2025-12-19T23:07:19Z,false
TX0004540,AL0000991,R3_COMERCIO_BLACKLIST,0.61,v1.1,2025-12-20T02:17:42Z,false
TX0008103,AL0000992,R5_PATRON_RED,0.60,v1.1,2025-12-26T04:56:38Z,false
TX0007145,AL0000993,R4_DISPOSITIVO,0.65,v1.1,2025-12-27T07:21:28Z,false
TX0004271,AL0000994,R3_COMERCIO_BLACKLIST,0.67,v2.0,2025-12-27T15:46:43Z,false
TX0008790,AL0000995,R2_VELOCIDAD,0.62,v1.1,2025-12-29T06:19:25Z,false
TX0001438,AL0000996,R5_PATRON_RED,0.56,v1.0,2025-12-29T12:12:37Z,false
TX0007462,AL0000997,R3_COMERCIO_BLACKLIST,0.63,v1.1,2025-12-30T12:43:42Z,false
TX0003142,AL0000998,R4_DISPOSITIVO,0.57,v1.0,2026-01-04T00:11:18Z,false
TX0001034,AL0000999,R3_COMERCIO_BLACKLIST,0.57,v1.1,2026-01-05T10:58:34Z,false
TX0008530,AL0001000,R5_PATRON_RED,0.57,v1.0,2026-01-07T07:56:28Z,false
TX0004059,AL0001001,R2_VELOCIDAD,0.55,v2.0,2026-01-08T00:43:07Z,false
TX0006321,AL0001002,R2_VELOCIDAD,0.61,v1.1,2026-01-08T12:32:02Z,false
TX0007480,AL0001003,R2_VELOCIDAD,0.59,v2.0,2026-01-11T18:46:19Z,false
TX0008594,AL0001004,R5_PATRON_RED,0.62,v1.1,2026-01-13T05:54:30Z,false
TX0002225,AL0001005,R2_VELOCIDAD,0.59,v2.0,2026-01-13T15:13:00Z,false
TX0002199,AL0001006,R5_PATRON_RED,0.62,v1.1,2026-01-16T03:36:54Z,false
TX0004754,AL0001007,R5_PATRON_RED,0.61,v1.1,2026-01-16T13:26:39Z,false
TX0000560,AL0001008,R5_PATRON_RED,0.59,v1.1,2026-01-21T23:35:35Z,false
TX0001129,AL0001009,R5_PATRON_RED,0.59,v1.1,2026-01-22T02:17:46Z,false
TX0003650,AL0001010,R5_PATRON_RED,0.57,v2.0,2026-01-24T15:06:06Z,false
TX0000265,AL0001011,R3_COMERCIO_BLACKLIST,0.63,v2.0,2026-01-25T02:53:20Z,false
TX0001736,AL0001012,R2_VELOCIDAD,0.65,v1.1,2026-01-25T03:44:29Z,false
TX0001065,AL0001013,R2_VELOCIDAD,0.61,v1.1,2026-02-03T02:12:28Z,false
TX0005341,AL0001014,R5_PATRON_RED,0.67,v2.0,2026-02-04T19:28:32Z,false
TX0000061,AL0001015,R5_PATRON_RED,0.59,v1.1,2026-02-05T13:20:50Z,false
TX0006460,AL0001016,R4_DISPOSITIVO,0.57,v1.1,2026-02-07T23:01:07Z,false
TX0008746,AL0001017,R2_VELOCIDAD,0.66,v2.0,2026-02-08T11:54:37Z,false
TX0005342,AL0001018,R5_PATRON_RED,0.60,v1.0,2026-02-11T03:03:12Z,false
TX0005382,AL0001019,R4_DISPOSITIVO,0.59,v1.1,2026-02-12T09:06:58Z,false
TX0004817,AL0001020,R5_PATRON_RED,0.66,v1.1,2026-02-12T11:47:10Z,false
TX0001218,AL0001021,R5_PATRON_RED,0.58,v1.0,2026-02-14T13:26:34Z,false
TX0005237,AL0001022,R4_DISPOSITIVO,0.63,v1.1,2026-02-15T06:23:50Z,false
TX0000641,AL0001023,R5_PATRON_RED,0.62,v2.0,2026-02-16T23:25:10Z,false
TX0008941,AL0001024,R5_PATRON_RED,0.67,v2.0,2026-02-22T20:04:52Z,false
TX0004051,AL0001025,R2_VELOCIDAD,0.61,v1.1,2026-02-24T07:32:35Z,false
TX0002196,AL0001026,R5_PATRON_RED,0.64,v1.1,2026-02-27T01:59:29Z,false
TX0001916,AL0001027,R2_VELOCIDAD,0.62,v1.1,2026-02-28T14:06:29Z,false
TX0000314,AL0001028,R5_PATRON_RED,0.61,v1.1,2026-03-06T09:21:12Z,false
TX0007753,AL0001029,R5_PATRON_RED,0.63,v1.1,2026-03-07T06:34:13Z,false
TX0001635,AL0001030,R5_PATRON_RED,0.60,v1.1,2026-03-08T13:00:32Z,false
TX0002253,AL0001031,R5_PATRON_RED,0.65,v1.1,2026-03-10T07:59:58Z,false
TX0002095,AL0001032,R5_PATRON_RED,0.66,v2.0,2026-03-14T08:30:51Z,false
TX0003751,AL0001033,R5_PATRON_RED,0.62,v1.0,2026-03-15T04:58:53Z,false
TX0006422,AL0001034,R3_COMERCIO_BLACKLIST,0.63,v2.0,2026-03-22T07:18:38Z,false
TX0006976,AL0001035,R5_PATRON_RED,0.63,v1.1,2026-03-23T14:02:13Z,false
TX0008688,AL0001036,R2_VELOCIDAD,0.56,v1.1,2026-03-23T19:20:49Z,false
TX0006615,AL0001037,R5_PATRON_RED,0.56,v1.1,2026-03-24T08:03:04Z,false
TX0000140,AL0001038,R5_PATRON_RED,0.56,v1.1,2026-03-24T17:46:27Z,false
TX0004055,AL0001039,R5_PATRON_RED,0.58,v1.1,2026-03-25T02:55:43Z,false
TX0006545,AL0001040,R5_PATRON_RED,0.59,v1.1,2026-03-28T03:40:37Z,false
TX0001480,AL0001041,R5_PATRON_RED,0.64,v1.0,2026-03-28T16:51:53Z,false
TX0007954,AL0001042,R5_PATRON_RED,0.62,v1.1,2026-03-29T01:49:35Z,false
TX0008145,AL0001043,R5_PATRON_RED,0.57,v1.1,2026-04-01T21:49:31Z,false
TX0000724,AL0001044,R5_PATRON_RED,0.64,v1.1,2026-04-04T01:18:34Z,false
TX0004344,AL0001045,R5_PATRON_RED,0.62,v2.0,2026-04-05T20:26:16Z,false
TX0000747,AL0001046,R5_PATRON_RED,0.63,v1.1,2026-04-08T10:52:56Z,false
TX0006642,AL0001047,R5_PATRON_RED,0.62,v2.0,2026-04-17T23:03:51Z,false
TX0006464,AL0001048,R5_PATRON_RED,0.63,v1.1,2026-04-20T12:36:03Z,false
TX0004949,AL0001049,R5_PATRON_RED,0.61,v1.1,2026-04-20T23:07:45Z,false
TX0001493,AL0001050,R5_PATRON_RED,0.54,v1.1,2025-10-25T06:02:48Z,false
TX0007909,AL0001051,R2_VELOCIDAD,0.56,v1.1,2025-10-26T09:56:25Z,false
TX0000888,AL0001052,R5_PATRON_RED,0.64,v2.0,2025-10-27T02:25:26Z,false
TX0005537,AL0001053,R5_PATRON_RED,0.65,v2.0,2025-11-05T03:31:41Z,false
TX0008193,AL0001054,R2_VELOCIDAD,0.65,v1.0,2025-11-07T21:21:42Z,false
TX0000220,AL0001055,R5_PATRON_RED,0.66,v1.0,2025-11-07T23:40:47Z,false
TX0001760,AL0001056,R2_VELOCIDAD,0.64,v1.1,2025-11-08T21:40:22Z,false
TX0003534,AL0001057,R5_PATRON_RED,0.65,v1.1,2025-11-11T03:39:45Z,false
TX0003177,AL0001058,R4_DISPOSITIVO,0.62,v1.0,2025-11-15T19:48:34Z,false
TX0004005,AL0001059,R5_PATRON_RED,0.54,v1.1,2025-11-16T05:36:35Z,false
TX0006424,AL0001060,R5_PATRON_RED,0.58,v1.0,2025-11-18T04:04:13Z,false
TX0001372,AL0001061,R5_PATRON_RED,0.56,v1.0,2025-11-20T07:52:48Z,false
TX0007373,AL0001062,R5_PATRON_RED,0.60,v1.0,2025-11-22T23:29:17Z,false
TX0004207,AL0001063,R4_DISPOSITIVO,0.65,v1.1,2025-11-26T22:57:22Z,false
TX0005446,AL0001064,R5_PATRON_RED,0.60,v1.0,2025-11-27T02:02:10Z,false
TX0000460,AL0001065,R5_PATRON_RED,0.58,v1.1,2025-11-28T04:48:29Z,false
TX0002448,AL0001066,R5_PATRON_RED,0.64,v1.0,2025-11-30T19:10:29Z,false
TX0003153,AL0001067,R5_PATRON_RED,0.58,v1.1,2025-12-03T03:41:05Z,false
TX0003311,AL0001068,R4_DISPOSITIVO,0.58,v1.1,2025-12-04T07:25:23Z,false
TX0008268,AL0001069,R2_VELOCIDAD,0.61,v1.1,2025-12-09T06:58:01Z,false
TX0002637,AL0001070,R5_PATRON_RED,0.65,v1.1,2025-12-21T18:51:24Z,false
TX0008463,AL0001071,R5_PATRON_RED,0.59,v1.0,2025-12-22T11:13:54Z,false
TX0006192,AL0001072,R5_PATRON_RED,0.59,v1.1,2025-12-27T19:56:00Z,false
TX0006476,AL0001073,R1_ALTO_MONTO_INTL,0.58,v1.0,2025-12-28T11:33:07Z,false
TX0002107,AL0001074,R5_PATRON_RED,0.54,v1.1,2025-12-30T03:28:51Z,false
TX0002633,AL0001075,R5_PATRON_RED,0.58,v1.1,2026-01-02T12:05:54Z,false
TX0007969,AL0001076,R5_PATRON_RED,0.54,v1.1,2026-01-03T22:50:41Z,false
TX0000754,AL0001077,R5_PATRON_RED,0.63,v2.0,2026-01-08T17:01:24Z,false
TX0007163,AL0001078,R4_DISPOSITIVO,0.60,v1.0,2026-01-09T01:20:58Z,false
TX0000866,AL0001079,R5_PATRON_RED,0.56,v1.1,2026-01-09T02:17:22Z,false
TX0008400,AL0001080,R5_PATRON_RED,0.61,v1.1,2026-01-09T16:06:26Z,false
TX0003871,AL0001081,R1_ALTO_MONTO_INTL,0.58,v1.1,2026-01-13T14:49:12Z,false
TX0008821,AL0001082,R5_PATRON_RED,0.63,v1.1,2026-01-23T01:18:09Z,false
TX0008854,AL0001083,R1_ALTO_MONTO_INTL,0.63,v1.1,2026-01-23T04:50:57Z,false
TX0008280,AL0001084,R5_PATRON_RED,0.66,v1.0,2026-01-27T13:30:31Z,false
TX0001866,AL0001085,R5_PATRON_RED,0.60,v1.1,2026-01-30T13:57:47Z,false
TX0005444,AL0001086,R2_VELOCIDAD,0.66,v1.0,2026-02-08T10:03:34Z,false
TX0008512,AL0001087,R5_PATRON_RED,0.59,v1.1,2026-02-09T09:39:46Z,false
TX0008523,AL0001088,R5_PATRON_RED,0.54,v1.1,2026-02-12T15:04:39Z,false
TX0006283,AL0001089,R2_VELOCIDAD,0.64,v1.1,2026-02-14T05:12:40Z,false
TX0002074,AL0001090,R1_ALTO_MONTO_INTL,0.66,v2.0,2026-02-14T08:33:18Z,false
TX0001028,AL0001091,R5_PATRON_RED,0.55,v1.1,2026-02-15T01:37:06Z,false
TX0008175,AL0001092,R5_PATRON_RED,0.54,v1.1,2026-02-15T22:14:56Z,false
TX0004010,AL0001093,R5_PATRON_RED,0.63,v1.1,2026-02-17T08:28:30Z,false
TX0007894,AL0001094,R5_PATRON_RED,0.58,v1.1,2026-02-17T13:01:51Z,false
TX0005356,AL0001095,R2_VELOCIDAD,0.63,v1.0,2026-02-19T08:56:01Z,false
TX0004549,AL0001096,R5_PATRON_RED,0.58,v1.1,2026-02-21T07:34:53Z,false
TX0002524,AL0001097,R2_VELOCIDAD,0.64,v2.0,2026-02-26T09:22:05Z,false
TX0005951,AL0001098,R5_PATRON_RED,0.56,v1.1,2026-03-03T03:39:39Z,false
TX0004543,AL0001099,R3_COMERCIO_BLACKLIST,0.59,v1.1,2026-03-07T18:20:30Z,false
TX0004487,AL0001100,R5_PATRON_RED,0.61,v1.0,2026-03-08T19:17:53Z,false
TX0004074,AL0001101,R2_VELOCIDAD,0.62,v2.0,2026-03-10T21:03:57Z,false
TX0003992,AL0001102,R5_PATRON_RED,0.55,v2.0,2026-03-11T09:27:41Z,false
TX0006794,AL0001103,R5_PATRON_RED,0.55,v1.1,2026-03-14T00:22:53Z,false
TX0006240,AL0001104,R5_PATRON_RED,0.64,v2.0,2026-03-15T13:05:19Z,false
TX0004429,AL0001105,R5_PATRON_RED,0.54,v1.1,2026-03-18T19:10:27Z,false
TX0008438,AL0001106,R5_PATRON_RED,0.60,v1.1,2026-03-21T23:53:44Z,false
TX0007563,AL0001107,R5_PATRON_RED,0.56,v1.1,2026-03-22T18:31:42Z,false
TX0006352,AL0001108,R1_ALTO_MONTO_INTL,0.65,v1.1,2026-03-22T22:09:44Z,false
TX0004985,AL0001109,R5_PATRON_RED,0.57,v1.1,2026-03-23T07:59:41Z,false
TX0008541,AL0001110,R4_DISPOSITIVO,0.60,v1.0,2026-03-25T22:59:32Z,false
TX0003714,AL0001111,R5_PATRON_RED,0.58,v1.1,2026-03-27T14:17:10Z,false
TX0008687,AL0001112,R5_PATRON_RED,0.56,v2.0,2026-03-27T22:42:58Z,false
