tx_id,comercio_id,terminal_id,canal_pago,autorizacion,comision_pct,fecha_hora
TX0005505,M000319,TERM-32285,WEB,AUTH-742583,0.81,2026-03-23T02:30:07Z
TX0007835,M000196,TERM-69004,APP,AUTH-290781,3.49,2026-03-23T04:17:23Z
TX0005222,M000288,TERM-50227,APP,AUTH-308250,2.00,2026-03-23T04:23:39Z
TX0006985,M000387,TERM-75792,WEB,AUTH-601113,1.13,2026-03-23T05:17:00Z
TX0000695,M000096,TERM-52090,APP,AUTH-814448,2.00,2026-03-23T05:25:01Z
TX0003232,M000224,TERM-39265,APP,AUTH-653548,2.31,2026-03-23T05:31:07Z
TX0005490,M000414,TERM-91791,WEB,AUTH-583788,1.60,2026-03-23T06:55:33Z
TX0006936,M000409,TERM-50656,APP,AUTH-213018,1.11,2026-03-23T07:20:09Z
TX0002929,M000100,TERM-61933,APP,AUTH-501575,3.24,2026-03-23T07:30:04Z
TX0004985,M000269,TERM-13303,APP,AUTH-975997,2.43,2026-03-23T07:57:47Z
TX0000382,M000217,TERM-61282,APP,AUTH-415396,1.47,2026-03-23T08:31:49Z
TX0007162,M000039,TERM-44274,WEB,AUTH-278409,2.30,2026-03-23T13:43:38Z
TX0008976,M000254,TERM-39701,WEB,AUTH-310511,2.47,2026-03-23T14:28:31Z
TX0005021,M000425,TERM-32420,APP,AUTH-123475,1.04,2026-03-23T14:33:51Z
TX0008599,M000421,TERM-10667,POS,AUTH-606216,1.54,2026-03-23T14:35:34Z
TX0001923,M000189,TERM-53344,APP,AUTH-367297,3.50,2026-03-23T15:24:06Z
TX0003529,M000006,TERM-83485,APP,AUTH-148928,1.75,2026-03-23T15:37:41Z
TX0000341,M000334,TERM-85908,APP,AUTH-184121,0.94,2026-03-23T15:47:01Z
TX0005086,M000137,TERM-24382,APP,AUTH-132961,2.94,2026-03-23T16:18:39Z
TX0008858,M000324,TERM-29405,APP,AUTH-475885,2.82,2026-03-23T16:51:10Z
TX0000947,M000415,TERM-57390,APP,AUTH-820055,1.45,2026-03-23T18:48:57Z
TX0002372,M000109,TERM-27644,POS,AUTH-752639,2.32,2026-03-23T18:50:30Z
TX0006832,M000039,TERM-24273,WEB,AUTH-654842,3.56,2026-03-23T18:50:39Z
TX0003966,M000385,TERM-20002,WEB,AUTH-813250,1.21,2026-03-23T19:11:12Z
TX0008688,M000285,TERM-48977,APP,AUTH-445504,1.44,2026-03-23T19:20:24Z
TX0006177,M000312,TERM-17024,APP,AUTH-193710,2.48,2026-03-23T20:59:17Z
TX0007700,M000435,TERM-37727,POS,AUTH-967174,1.56,2026-03-23T21:54:46Z
TX0007109,M000364,TERM-57990,WEB,AUTH-283857,3.22,2026-03-23T22:14:55Z
TX0007704,M000266,TERM-88992,WEB,AUTH-707720,2.93,2026-03-24T04:25:31Z
TX0004470,M000287,TERM-74274,POS,AUTH-791603,2.34,2026-03-24T05:26:36Z
TX0002675,M000029,TERM-70878,APP,AUTH-339786,2.63,2026-03-24T05:30:25Z
TX0001721,M000008,TERM-31806,APP,AUTH-661489,3.51,2026-03-24T05:44:08Z
TX0004460,M000344,TERM-52356,APP,AUTH-115916,3.76,2026-03-24T07:46:41Z
TX0000652,M000147,TERM-66484,WEB,AUTH-563367,0.92,2026-03-24T08:08:34Z
TX0005004,M000034,TERM-62639,POS,AUTH-334908,3.54,2026-03-24T09:23:30Z
TX0005390,M000374,TERM-22071,WEB,AUTH-414796,1.20,2026-03-24T09:31:07Z
TX0001471,M000121,TERM-72824,APP,AUTH-226251,1.73,2026-03-24T10:25:41Z
TX0002714,M000158,TERM-16607,APP,AUTH-319904,2.79,2026-03-24T11:50:32Z
TX0000424,M000332,TERM-56986,WEB,AUTH-911503,1.93,2026-03-24T12:33:50Z
TX0004975,M000204,TERM-24633,APP,AUTH-851289,1.66,2026-03-24T12:58:00Z
TX0008952,M000425,TERM-63293,WEB,AUTH-226131,2.82,2026-03-24T13:35:31Z
TX0001590,M000017,TERM-60053,WEB,AUTH-979126,1.08,2026-03-24T14:21:59Z
TX0005766,M000131,TERM-14771,WEB,AUTH-955670,3.61,2026-03-24T16:06:30Z
TX0005334,M000115,TERM-88779,WEB,AUTH-214594,0.77,2026-03-24T16:55:38Z
TX0008903,M000099,TERM-95988,APP,AUTH-312204,0.82,2026-03-24T17:53:33Z
TX0000593,M000248,TERM-58444,APP,AUTH-364083,3.72,2026-03-24T23:03:56Z
TX0004244,M000178,TERM-67734,WEB,AUTH-953987,2.54,2026-03-24T23:24:06Z
TX0006028,M000195,TERM-69880,POS,AUTH-169851,3.43,2026-03-24T23:38:25Z
TX0006436,M000323,TERM-94027,APP,AUTH-884701,4.13,2026-03-25T00:22:37Z
TX0002299,M000139,TERM-24667,APP,AUTH-272379,4.14,2026-03-25T01:49:40Z
TX0004055,M000303,TERM-28913,WEB,AUTH-151778,2.07,2026-03-25T02:55:11Z
TX0006741,M000019,TERM-26765,APP,AUTH-330328,3.89,2026-03-25T03:47:13Z
TX0002338,M000125,TERM-50715,POS,AUTH-569273,2.11,2026-03-25T04:12:38Z
TX0007460,M000139,TERM-48882,APP,AUTH-811865,1.63,2026-03-25T04:31:17Z
TX0004905,M000198,TERM-11780,APP,AUTH-803819,3.48,2026-03-25T07:12:24Z
TX0001148,M000218,TERM-64675,WEB,AUTH-488545,0.72,2026-03-25T07:27:11Z
TX0007519,M000387,TERM-17187,APP,AUTH-352102,2.34,2026-03-25T07:28:09Z
TX0003268,M000360,TERM-44281,WEB,AUTH-443631,3.18,2026-03-25T07:51:13Z
TX0000159,M000433,TERM-30078,WEB,AUTH-550969,1.12,2026-03-25T08:23:31Z
TX0007075,M000035,TERM-66286,POS,AUTH-341659,3.73,2026-03-25T09:02:05Z
TX0003695,M000389,TERM-23387,WEB,AUTH-544932,3.01,2026-03-25T13:41:48Z
TX0006151,M000110,TERM-30460,APP,AUTH-975630,3.78,2026-03-25T14:41:22Z
TX0002445,M000369,TERM-34035,WEB,AUTH-161146,2.25,2026-03-25T15:13:51Z
TX0003868,M000021,TERM-72535,APP,AUTH-111029,2.49,2026-03-25T15:20:19Z
TX0000924,M000070,TERM-76137,APP,AUTH-681452,3.12,2026-03-25T16:33:20Z
TX0001670,M000118,TERM-81837,APP,AUTH-487444,0.61,2026-03-25T17:17:16Z
TX0006593,M000429,TERM-43506,APP,AUTH-817234,1.91,2026-03-25T21:07:54Z
TX0001587,M000281,TERM-60602,APP,AUTH-125078,3.58,2026-03-25T22:03:56Z
TX0001766,M000356,TERM-75548,POS,AUTH-574123,0.55,2026-03-25T22:07:48Z
TX0008662,M000407,TERM-34172,APP,AUTH-351820,1.82,2026-03-25T22:41:19Z
TX0003352,M000414,TERM-33361,POS,AUTH-124494,3.60,2026-03-25T23:02:08Z
TX0001843,M000010,TERM-80630,WEB,AUTH-637245,2.31,2026-03-25T23:15:23Z
TX0008565,M000422,TERM-40812,APP,AUTH-534016,1.79,2026-03-26T04:59:50Z
TX0000389,M000197,TERM-50279,WEB,AUTH-204440,2.57,2026-03-26T05:11:38Z
TX0001805,M000187,TERM-79447,WEB,AUTH-216690,3.66,2026-03-26T06:50:58Z
TX0005538,M000257,TERM-31059,APP,AUTH-651311,1.02,2026-03-26T07:41:26Z
TX0008548,M000137,TERM-88297,POS,AUTH-578405,1.03,2026-03-26T08:18:07Z
TX0002957,M000329,TERM-38743,APP,AUTH-726802,2.53,2026-03-26T12:43:56Z
TX0007906,M000035,TERM-93230,WEB,AUTH-414476,3.35,2026-03-26T14:51:41Z
TX0002927,M000383,TERM-70688,WEB,AUTH-520463,1.41,2026-03-26T15:31:45Z
TX0008286,M000193,TERM-44377,APP,AUTH-602614,0.79,2026-03-26T17:35:41Z
TX0008339,M000400,TERM-18754,POS,AUTH-451814,2.64,2026-03-26T18:26:52Z
TX0000304,M000333,TERM-70359,APP,AUTH-650081,3.08,2026-03-26T20:19:20Z
TX0003598,M000253,TERM-76823,APP,AUTH-736552,1.71,2026-03-26T23:01:07Z
TX0006512,M000184,TERM-82191,WEB,AUTH-133577,4.08,2026-03-27T03:36:31Z
TX0008798,M000359,TERM-26086,APP,AUTH-353245,1.41,2026-03-27T04:22:14Z
TX0004991,M000449,TERM-23169,WEB,AUTH-779216,4.01,2026-03-27T06:40:30Z
TX0005229,M000428,TERM-91861,WEB,AUTH-688709,1.83,2026-03-27T07:00:40Z
TX0003812,M000243,TERM-70605,APP,AUTH-908495,3.81,2026-03-27T08:01:02Z
TX0007830,M000166,TERM-53898,APP,AUTH-724186,3.28,2026-03-27T08:08:04Z
TX0001433,M000427,TERM-89723,WEB,AUTH-761890,3.16,2026-03-27T08:47:57Z
TX0006954,M000289,TERM-48530,POS,AUTH-477961,1.51,2026-03-27T10:14:58Z
TX0007439,M000009,TERM-80654,APP,AUTH-158700,3.84,2026-03-27T10:54:34Z
TX0003619,M000061,TERM-20050,APP,AUTH-682373,3.87,2026-03-27T12:04:10Z
TX0000340,M000400,TERM-63814,WEB,AUTH-949637,1.51,2026-03-27T12:59:26Z
TX0002759,M000347,TERM-84037,APP,AUTH-367725,3.84,2026-03-27T13:49:54Z
TX0003714,M000305,TERM-79258,WEB,AUTH-619747,3.52,2026-03-27T14:15:17Z
TX0007311,M000248,TERM-29014,POS,AUTH-719628,0.86,2026-03-27T14:19:50Z
TX0004873,M000033,TERM-64037,WEB,AUTH-519013,0.63,2026-03-27T16:16:52Z
TX0008063,M000039,TERM-21446,APP,AUTH-933473,2.12,2026-03-27T16:31:34Z
TX0004217,M000254,TERM-31622,APP,AUTH-494589,3.72,2026-03-27T17:28:41Z
TX0005339,M000043,TERM-22711,APP,AUTH-590198,1.97,2026-03-27T18:48:59Z
TX0001227,M000097,TERM-48376,POS,AUTH-513830,3.42,2026-03-27T19:06:21Z
TX0008127,M000175,TERM-31566,APP,AUTH-549625,0.51,2026-03-27T19:31:50Z
TX0005359,M000396,TERM-29824,WEB,AUTH-200620,1.73,2026-03-27T20:30:23Z
TX0002861,M000269,TERM-97069,APP,AUTH-991042,2.83,2026-03-27T20:37:33Z
TX0002562,M000182,TERM-92540,APP,AUTH-831506,2.17,2026-03-27T21:55:09Z
TX0000463,M000291,TERM-79490,APP,AUTH-546460,1.24,2026-03-27T22:56:43Z
TX0006964,M000394,TERM-47458,APP,AUTH-867041,0.93,2026-03-27T23:50:52Z
TX0006545,M000439,TERM-72709,POS,AUTH-273312,3.50,2026-03-28T03:40:03Z
TX0004712,M000074,TERM-87063,APP,AUTH-879208,1.26,2026-03-28T04:11:55Z
TX0008100,M000225,TERM-43410,APP,AUTH-501904,3.40,2026-03-28T04:27:23Z
TX0007428,M000103,TERM-12927,POS,AUTH-668376,0.84,2026-03-28T05:00:08Z
TX0006494,M000049,TERM-73876,WEB,AUTH-576236,3.09,2026-03-28T06:12:32Z
TX0002786,M000447,TERM-20175,POS,AUTH-575966,0.61,2026-03-28T06:59:38Z
TX0005078,M000369,TERM-56047,APP,AUTH-582153,2.83,2026-03-28T07:49:23Z
TX0002481,M000073,TERM-55009,APP,AUTH-358264,1.58,2026-03-28T08:05:12Z
TX0005326,M000303,TERM-24524,WEB,AUTH-410390,2.98,2026-03-28T09:35:16Z
TX0006868,M000447,TERM-63168,WEB,AUTH-286021,2.71,2026-03-28T10:09:56Z
TX0003389,M000024,TERM-97852,APP,AUTH-600025,2.71,2026-03-28T12:16:46Z
TX0006004,M000372,TERM-23809,APP,AUTH-686763,3.89,2026-03-28T13:30:42Z
TX0005822,M000213,TERM-56891,WEB,AUTH-364984,4.07,2026-03-28T13:50:53Z
TX0005009,M000416,TERM-30799,WEB,AUTH-356799,2.96,2026-03-28T14:09:34Z
TX0001052,M000022,TERM-54924,APP,AUTH-363672,0.67,2026-03-28T15:06:17Z
TX0000951,M000232,TERM-63307,APP,AUTH-157115,2.29,2026-03-28T15:20:12Z
TX0001480,M000120,TERM-43922,WEB,AUTH-477281,1.59,2026-03-28T16:51:51Z
TX0000728,M000144,TERM-16901,APP,AUTH-730936,2.19,2026-03-28T20:23:16Z
TX0004583,M000271,TERM-45735,WEB,AUTH-738590,2.58,2026-03-28T20:29:25Z
TX0005541,M000336,TERM-80151,POS,AUTH-137030,4.10,2026-03-28T20:31:31Z
TX0006707,M000015,TERM-72830,APP,AUTH-163136,1.71,2026-03-28T20:34:48Z
TX0003940,M000105,TERM-79524,WEB,AUTH-347392,0.70,2026-03-28T21:26:46Z
TX0004848,M000146,TERM-90519,WEB,AUTH-872642,3.20,2026-03-28T21:35:26Z
TX0005412,M000405,TERM-58682,WEB,AUTH-754022,1.27,2026-03-28T21:41:33Z
TX0003309,M000192,TERM-81475,WEB,AUTH-188913,2.78,2026-03-29T02:14:19Z
TX0006661,M000155,TERM-51206,WEB,AUTH-165129,2.85,2026-03-29T03:26:34Z
TX0002274,M000265,TERM-87784,APP,AUTH-193798,3.38,2026-03-29T04:54:06Z
TX0002624,M000079,TERM-48541,WEB,AUTH-537431,3.96,2026-03-29T05:01:28Z
TX0004060,M000337,TERM-90223,POS,AUTH-449355,1.95,2026-03-29T06:44:57Z
TX0007578,M000180,TERM-28359,WEB,AUTH-364689,3.47,2026-03-29T08:25:22Z
TX0006946,M000240,TERM-51270,POS,AUTH-505757,1.27,2026-03-29T09:32:37Z
TX0007351,M000289,TERM-52262,POS,AUTH-634271,2.74,2026-03-29T10:06:28Z
TX0006694,M000373,TERM-76842,APP,AUTH-511441,3.00,2026-03-29T10:21:09Z
TX0008260,M000372,TERM-31941,POS,AUTH-735572,1.40,2026-03-29T10:51:28Z
TX0001547,M000153,TERM-29222,WEB,AUTH-539539,3.01,2026-03-29T11:39:49Z
TX0005310,M000130,TERM-38789,POS,AUTH-194039,1.16,2026-03-29T11:40:19Z
TX0004986,M000222,TERM-23435,POS,AUTH-273438,0.89,2026-03-29T12:01:49Z
TX0005771,M000294,TERM-53016,APP,AUTH-792878,3.23,2026-03-29T13:48:16Z
TX0000778,M000076,TERM-12599,WEB,AUTH-717016,1.15,2026-03-29T15:35:48Z
TX0002860,M000284,TERM-61779,WEB,AUTH-494759,3.56,2026-03-29T15:39:24Z
TX0002635,M000181,TERM-11012,APP,AUTH-600346,2.90,2026-03-29T15:50:15Z
TX0004315,M000045,TERM-50275,WEB,AUTH-814905,2.71,2026-03-29T16:04:00Z
TX0003308,M000194,TERM-72032,WEB,AUTH-423988,2.71,2026-03-29T19:35:57Z
TX0000729,M000248,TERM-56367,WEB,AUTH-632047,1.82,2026-03-29T21:24:45Z
TX0002410,M000332,TERM-65081,WEB,AUTH-701088,3.94,2026-03-29T22:02:37Z
TX0007178,M000384,TERM-70012,APP,AUTH-521585,0.62,2026-03-29T23:32:04Z
TX0000965,M000183,TERM-30345,WEB,AUTH-502679,1.12,2026-03-29T23:43:47Z
TX0006484,M000241,TERM-10212,APP,AUTH-134487,1.95,2026-03-30T01:16:06Z
TX0001150,M000386,TERM-26947,APP,AUTH-266655,2.80,2026-03-30T04:00:59Z
TX0004021,M000379,TERM-41738,WEB,AUTH-561998,2.91,2026-03-30T04:34:41Z
TX0007175,M000411,TERM-19045,POS,AUTH-281938,0.66,2026-03-30T05:34:56Z
TX0002161,M000219,TERM-99018,POS,AUTH-804332,2.70,2026-03-30T08:00:56Z
TX0000657,M000297,TERM-14967,WEB,AUTH-551511,3.71,2026-03-30T09:21:29Z
TX0005386,M000002,TERM-50716,APP,AUTH-933416,3.91,2026-03-30T11:07:33Z
TX0007762,M000335,TERM-88057,WEB,AUTH-242696,4.15,2026-03-30T11:52:41Z
TX0008238,M000105,TERM-51587,POS,AUTH-612496,2.98,2026-03-30T14:30:48Z
TX0002511,M000238,TERM-34761,APP,AUTH-702450,3.96,2026-03-30T14:43:02Z
TX0001035,M000378,TERM-33934,APP,AUTH-734607,2.28,2026-03-30T15:07:15Z
TX0005837,M000145,TERM-49490,WEB,AUTH-566418,1.19,2026-03-30T15:17:06Z
TX0007339,M000119,TERM-12519,APP,AUTH-803403,3.65,2026-03-30T17:23:20Z
TX0003206,M000139,TERM-79772,POS,AUTH-215559,3.61,2026-03-30T17:52:32Z
TX0005239,M000361,TERM-77203,WEB,AUTH-890435,2.90,2026-03-30T17:59:36Z
TX0006392,M000412,TERM-30044,WEB,AUTH-903702,1.80,2026-03-30T19:35:54Z
TX0007479,M000138,TERM-29003,POS,AUTH-101464,2.76,2026-03-30T20:45:20Z
TX0001432,M000423,TERM-35293,WEB,AUTH-282988,4.11,2026-03-30T20:59:33Z
TX0003324,M000128,TERM-15310,APP,AUTH-303916,4.00,2026-03-30T21:16:26Z
TX0005548,M000448,TERM-34010,WEB,AUTH-264039,2.97,2026-03-30T21:29:23Z
TX0002909,M000026,TERM-57995,APP,AUTH-148246,0.81,2026-03-30T21:36:46Z
TX0003086,M000354,TERM-57254,APP,AUTH-478584,3.19,2026-03-30T22:04:43Z
TX0002578,M000067,TERM-88067,WEB,AUTH-137555,1.34,2026-03-30T22:14:04Z
TX0003543,M000068,TERM-12526,POS,AUTH-319217,3.45,2026-03-30T22:19:47Z
TX0000481,M000359,TERM-21715,WEB,AUTH-485066,3.71,2026-03-30T23:29:15Z
TX0007837,M000308,TERM-22065,APP,AUTH-663571,2.69,2026-03-31T00:13:40Z
TX0000719,M000324,TERM-41114,POS,AUTH-952240,1.72,2026-03-31T02:29:37Z
TX0004328,M000335,TERM-22906,APP,AUTH-239925,1.84,2026-03-31T03:58:46Z
TX0002004,M000184,TERM-59441,APP,AUTH-870324,1.39,2026-03-31T05:28:58Z
TX0003768,M000307,TERM-48776,APP,AUTH-742601,3.57,2026-03-31T06:12:09Z
TX0008525,M000107,TERM-47143,APP,AUTH-318824,3.11,2026-03-31T06:40:13Z
TX0001905,M000135,TERM-56221,APP,AUTH-511048,3.30,2026-03-31T06:43:14Z
TX0006368,M000053,TERM-92171,POS,AUTH-949219,0.63,2026-03-31T08:27:53Z
TX0003824,M000015,TERM-13220,POS,AUTH-802015,3.36,2026-03-31T08:43:55Z
TX0005449,M000136,TERM-86551,POS,AUTH-139093,2.24,2026-03-31T09:53:55Z
TX0002200,M000053,TERM-84407,WEB,AUTH-627730,2.39,2026-03-31T10:55:59Z
TX0002774,M000369,TERM-73289,POS,AUTH-483174,3.62,2026-03-31T12:13:04Z
TX0006351,M000252,TERM-35269,WEB,AUTH-547191,0.77,2026-03-31T15:33:38Z
TX0002459,M000066,TERM-68702,POS,AUTH-715357,2.28,2026-03-31T16:28:02Z
TX0003010,M000441,TERM-42190,WEB,AUTH-179224,2.73,2026-03-31T19:53:04Z
TX0005749,M000129,TERM-30801,WEB,AUTH-405954,1.20,2026-03-31T20:07:49Z
TX0000670,M000323,TERM-29559,APP,AUTH-927449,1.57,2026-04-01T03:03:46Z
TX0002991,M000267,TERM-29773,APP,AUTH-861135,3.35,2026-04-01T03:25:08Z
TX0000920,M000228,TERM-95061,WEB,AUTH-395063,0.63,2026-04-01T03:40:39Z
TX0008912,M000163,TERM-96954,APP,AUTH-464476,1.19,2026-04-01T04:42:22Z
TX0007933,M000439,TERM-57649,WEB,AUTH-385103,3.91,2026-04-01T05:05:36Z
TX0002755,M000295,TERM-40655,APP,AUTH-404458,1.16,2026-04-01T08:37:42Z
TX0005476,M000298,TERM-41543,WEB,AUTH-936863,2.68,2026-04-01T09:23:03Z
TX0007015,M000339,TERM-70672,WEB,AUTH-240049,3.34,2026-04-01T09:58:09Z
TX0005071,M000302,TERM-45840,POS,AUTH-884173,3.43,2026-04-01T10:21:31Z
TX0006945,M000444,TERM-82807,WEB,AUTH-390769,2.07,2026-04-01T10:31:43Z
TX0003675,M000353,TERM-34393,APP,AUTH-743584,3.30,2026-04-01T12:23:10Z
TX0001339,M000315,TERM-60337,APP,AUTH-133944,3.98,2026-04-01T12:26:28Z
TX0001857,M000146,TERM-29257,WEB,AUTH-539038,2.90,2026-04-01T14:17:19Z
TX0002314,M000246,TERM-77225,WEB,AUTH-186176,0.88,2026-04-01T15:14:54Z
TX0007291,M000154,TERM-10393,WEB,AUTH-105451,2.02,2026-04-01T15:29:11Z
TX0003939,M000215,TERM-64725,APP,AUTH-394241,1.80,2026-04-01T15:42:12Z
TX0004846,M000342,TERM-29301,POS,AUTH-342295,3.71,2026-04-01T16:04:46Z
TX0003630,M000042,TERM-79262,WEB,AUTH-939783,1.59,2026-04-01T16:52:19Z
TX0008683,M000310,TERM-80855,APP,AUTH-117958,0.95,2026-04-01T16:59:25Z
TX0003856,M000266,TERM-45860,WEB,AUTH-835096,0.95,2026-04-01T17:01:19Z
TX0004027,M000304,TERM-85255,POS,AUTH-259728,1.79,2026-04-01T18:37:59Z
TX0001051,M000185,TERM-81539,POS,AUTH-210234,2.58,2026-04-01T19:45:07Z
TX0007380,M000388,TERM-22392,APP,AUTH-446747,1.08,2026-04-01T20:14:44Z
TX0002677,M000354,TERM-26638,APP,AUTH-315107,1.18,2026-04-01T20:49:49Z
TX0008145,M000398,TERM-82763,WEB,AUTH-937278,1.88,2026-04-01T21:47:32Z
TX0008018,M000050,TERM-91077,APP,AUTH-770056,1.58,2026-04-01T23:17:36Z
TX0002655,M000038,TERM-34560,POS,AUTH-654579,4.02,2026-04-02T00:49:09Z
TX0005481,M000135,TERM-50837,WEB,AUTH-718215,1.33,2026-04-02T02:32:10Z
TX0003051,M000152,TERM-40454,APP,AUTH-686486,2.02,2026-04-02T02:49:45Z
TX0000945,M000289,TERM-84442,WEB,AUTH-668404,1.36,2026-04-02T03:04:43Z
TX0004508,M000242,TERM-39486,POS,AUTH-570730,3.33,2026-04-02T03:58:24Z
TX0003874,M000438,TERM-62298,APP,AUTH-311317,0.55,2026-04-02T05:35:55Z
TX0003985,M000195,TERM-77071,WEB,AUTH-114540,1.29,2026-04-02T06:48:03Z
TX0005595,M000063,TERM-88987,APP,AUTH-861316,3.40,2026-04-02T07:46:26Z
TX0006099,M000426,TERM-50932,WEB,AUTH-817336,1.51,2026-04-02T08:26:17Z
TX0008873,M000430,TERM-79128,POS,AUTH-726017,1.75,2026-04-02T08:41:32Z
TX0005970,M000419,TERM-55477,APP,AUTH-587852,2.20,2026-04-02T09:41:23Z
TX0000438,M000413,TERM-53581,APP,AUTH-381401,0.76,2026-04-02T10:06:52Z
TX0003298,M000006,TERM-13738,WEB,AUTH-167354,3.20,2026-04-02T10:19:34Z
TX0002248,M000162,TERM-90096,WEB,AUTH-282661,3.77,2026-04-02T12:24:33Z
TX0001340,M000021,TERM-87250,WEB,AUTH-709829,2.86,2026-04-02T13:01:11Z
TX0007660,M000284,TERM-31601,POS,AUTH-527230,1.28,2026-04-02T13:15:32Z
TX0008250,M000365,TERM-61908,WEB,AUTH-338905,0.61,2026-04-02T13:51:47Z
TX0002842,M000216,TERM-58779,WEB,AUTH-898310,0.79,2026-04-02T14:32:56Z
TX0004294,M000143,TERM-96715,WEB,AUTH-805765,3.55,2026-04-02T14:57:11Z
TX0000390,M000070,TERM-98880,APP,AUTH-443935,0.68,2026-04-02T14:59:18Z
TX0005230,M000062,TERM-52772,WEB,AUTH-801037,3.48,2026-04-02T15:19:11Z
TX0006083,M000143,TERM-86445,APP,AUTH-977247,0.62,2026-04-02T22:41:09Z
TX0000877,M000354,TERM-24654,WEB,AUTH-891246,1.01,2026-04-02T23:24:45Z
TX0002359,M000242,TERM-71888,WEB,AUTH-322093,0.55,2026-04-03T00:35:35Z
TX0003682,M000059,TERM-69741,POS,AUTH-617480,1.34,2026-04-03T00:43:14Z
TX0006510,M000287,TERM-93243,POS,AUTH-180299,2.53,2026-04-03T01:36:02Z
TX0001628,M000339,TERM-71091,WEB,AUTH-700173,3.41,2026-04-03T03:25:34Z
TX0006098,M000049,TERM-67788,APP,AUTH-428446,3.42,2026-04-03T03:56:53Z
TX0006580,M000222,TERM-81527,WEB,AUTH-104215,1.22,2026-04-03T03:59:23Z
TX0003357,M000401,TERM-72038,WEB,AUTH-806349,3.27,2026-04-03T05:10:59Z
TX0007305,M000281,TERM-93445,WEB,AUTH-148552,1.18,2026-04-03T06:18:38Z
TX0007599,M000189,TERM-14412,WEB,AUTH-129222,3.18,2026-04-03T08:08:18Z
TX0004936,M000138,TERM-58389,WEB,AUTH-401562,2.43,2026-04-03T09:10:20Z
TX0003517,M000194,TERM-68759,WEB,AUTH-123656,1.14,2026-04-03T10:47:02Z
TX0002365,M000245,TERM-75823,APP,AUTH-124692,1.44,2026-04-03T11:50:20Z
TX0006771,M000091,TERM-39856,WEB,AUTH-224121,0.97,2026-04-03T12:00:38Z
TX0003256,M000091,TERM-14297,WEB,AUTH-287395,2.04,2026-04-03T12:35:59Z
TX0004547,M000193,TERM-85891,APP,AUTH-158497,2.01,2026-04-03T13:22:44Z
TX0003854,M000351,TERM-95607,WEB,AUTH-917456,2.60,2026-04-03T14:02:56Z
TX0000981,M000331,TERM-82952,WEB,AUTH-513751,2.99,2026-04-03T14:18:02Z
TX0008972,M000219,TERM-81391,WEB,AUTH-174170,4.17,2026-04-03T17:48:09Z
TX0005639,M000362,TERM-28726,POS,AUTH-270786,3.83,2026-04-03T18:00:58Z
TX0007335,M000407,TERM-43649,WEB,AUTH-174807,3.96,2026-04-03T19:12:44Z
TX0000570,M000056,TERM-43201,APP,AUTH-348528,2.32,2026-04-03T19:15:07Z
TX0002577,M000034,TERM-78650,APP,AUTH-478234,2.37,2026-04-03T21:06:37Z
TX0006622,M000407,TERM-41890,APP,AUTH-626906,0.50,2026-04-03T23:26:59Z
TX0002783,M000097,TERM-74265,APP,AUTH-623837,1.93,2026-04-04T00:13:20Z
TX0004137,M000433,TERM-96143,POS,AUTH-655014,3.65,2026-04-04T03:40:25Z
TX0008637,M000171,TERM-56779,POS,AUTH-988328,0.87,2026-04-04T04:17:29Z
TX0007927,M000080,TERM-36239,APP,AUTH-207060,1.59,2026-04-04T06:05:43Z
TX0004323,M000386,TERM-19377,POS,AUTH-299456,4.03,2026-04-04T06:12:22Z
TX0002067,M000132,TERM-88971,APP,AUTH-991169,0.77,2026-04-04T08:19:02Z
TX0004845,M000272,TERM-24647,POS,AUTH-934639,4.16,2026-04-04T10:21:05Z
TX0001060,M000306,TERM-55029,APP,AUTH-956071,3.57,2026-04-04T11:07:05Z
TX0000616,M000139,TERM-14406,WEB,AUTH-150360,2.89,2026-04-04T11:43:52Z
TX0008611,M000238,TERM-29864,WEB,AUTH-670982,2.00,2026-04-04T13:05:01Z
TX0006519,M000389,TERM-36304,APP,AUTH-978717,2.92,2026-04-04T13:48:07Z
TX0002665,M000354,TERM-53347,APP,AUTH-929721,2.09,2026-04-04T14:06:23Z
TX0004052,M000057,TERM-25218,APP,AUTH-337364,3.99,2026-04-04T14:45:38Z
TX0003864,M000189,TERM-52225,WEB,AUTH-798930,3.85,2026-04-04T15:23:52Z
TX0000952,M000393,TERM-79853,APP,AUTH-607790,4.20,2026-04-04T15:27:06Z
TX0001739,M000202,TERM-19213,POS,AUTH-496969,3.84,2026-04-04T15:45:05Z
TX0007483,M000320,TERM-90750,WEB,AUTH-511862,4.02,2026-04-04T15:45:10Z
TX0007576,M000412,TERM-60296,POS,AUTH-213411,1.14,2026-04-04T17:07:51Z
TX0007610,M000214,TERM-47442,WEB,AUTH-480253,1.65,2026-04-04T17:24:39Z
TX0007085,M000389,TERM-20171,WEB,AUTH-844714,1.33,2026-04-04T17:38:39Z
TX0004610,M000222,TERM-19206,POS,AUTH-734280,1.01,2026-04-04T18:02:21Z
TX0005764,M000420,TERM-29230,WEB,AUTH-642903,0.90,2026-04-04T18:43:57Z
TX0005443,M000170,TERM-14217,POS,AUTH-146571,3.02,2026-04-04T19:04:21Z
TX0000242,M000016,TERM-61159,WEB,AUTH-891507,1.10,2026-04-04T19:23:15Z
TX0006390,M000294,TERM-51336,WEB,AUTH-741055,3.26,2026-04-04T19:23:27Z
